,date,audience,clicks,spend,impressions,reach,total_sessions,completions_F_T,Audience_1,Audience_2,Audience_3,Audience_4,Audience_5,Audience_6,Close_Faster,Closer_Twins,Competitive_Opportunity,SEM_Ads,Unfair_Advantage,Domain_Dsiplay,Facebook,Google_SEM,Linkedin,OTT,User_ID_Display
1640,18/05/2022,3,0,1.04,32,26,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
1641,18/05/2022,3,0,5.385714,303,17,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
1642,18/05/2022,3,0,5.897344,333,17,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
1643,18/05/2022,3,1,0.8,37,30,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
1644,18/05/2022,3,1,0.98,100,49,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
1645,18/05/2022,3,1,5.526944,637,47,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0
1646,18/05/2022,3,0,0.42,60,25,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0
1647,18/05/2022,4,1,7.545287,1547,334,3,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
1648,18/05/2022,4,37,135.923556,19840,4404,3,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
1649,18/05/2022,4,4,30.940594,5257,812,4,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
1650,18/05/2022,4,0,16.962765,1149,189,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
1651,18/05/2022,4,3,33.0224863,2651,955,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
1652,18/05/2022,4,4,34.74934271,2761,964,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
1653,18/05/2022,4,0,22.242209,1508,241,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
1654,18/05/2022,4,0,18.50801906,1503,488,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
1655,18/05/2022,4,0,6.116409,1254,253,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
1656,18/05/2022,4,1,34.48150863,2780,1003,4,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
1657,18/05/2022,4,6,98.8,3010,1144,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
1658,18/05/2022,4,1,7.240956,1485,295,2,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0
1659,18/05/2022,4,2,41.041587,7498,1330,3,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0
1660,18/05/2022,4,2,23.52945485,261,259,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
1661,18/05/2022,4,5,27.806194,5669,1039,3,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0
1662,18/05/2022,4,6,58.18394087,693,693,6,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
1663,18/05/2022,5,2,62.09942358,499,457,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0
1664,18/05/2022,5,8,18.024575,3756,173,6,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
1665,18/05/2022,5,2,7.389555,1542,109,5,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
1666,18/05/2022,5,1,13.83375461,92,92,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0
1667,18/05/2022,5,13,88.14845,11697,1834,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0
1668,18/05/2022,5,4,51.017162,4132,606,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0
1669,18/05/2022,5,1,48.094386,3338,384,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0
1670,18/05/2022,5,2,23.92814814,1923,651,3,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0
1671,18/05/2022,5,0,1.308713,225,44,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0
1672,18/05/2022,5,2,47.2292734,3820,693,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0
1673,18/05/2022,5,2,3.04934,639,58,2,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0
1674,18/05/2022,5,2,24.44845355,1973,652,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0
1675,18/05/2022,5,0,25.79021459,2086,674,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0
1676,18/05/2022,5,14,33.322542,6890,477,16,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0
1677,18/05/2022,5,14,156.31,1386,1386,11,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
1678,18/05/2022,5,4,14.903755,3137,167,3,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0
1679,18/05/2022,5,2,12.788633,2515,288,4,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0
1680,18/05/2022,5,3,29.09985321,213,207,3,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
1681,18/05/2022,5,2,24.882986,5355,371,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0
1682,18/05/2022,5,6,47.23984845,362,343,4,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
1683,18/05/2022,6,64,30.88,220,0,102,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
1684,18/05/2022,6,7,3.29,10,0,8,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
1685,18/05/2022,6,5,1.05,38,0,7,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
1686,19/05/2022,1,1,12.79968459,43,41,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1687,19/05/2022,1,0,7.815395,490,40,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
1688,19/05/2022,1,1,32.67964885,874,214,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
1689,19/05/2022,1,0,7.6674,478,21,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
1690,19/05/2022,1,1,5.5,237,188,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
1691,19/05/2022,1,0,1.06,224,111,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
1692,19/05/2022,1,1,10.089934,1463,84,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
1693,19/05/2022,1,1,0.89,53,43,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
1694,19/05/2022,1,0,1.32,72,61,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
1695,19/05/2022,2,0,1.18,28,25,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
1696,19/05/2022,2,1,19.87324707,293,62,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
1697,19/05/2022,2,0,0.99,85,47,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
1698,19/05/2022,2,1,4.946363,626,34,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
1699,19/05/2022,2,2,56.09,239,200,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
1700,19/05/2022,2,1,1.444956,191,14,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
1701,19/05/2022,2,1,2.216059,330,23,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
1702,19/05/2022,3,0,3.018125,171,15,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
1703,19/05/2022,3,1,2.72,81,60,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
1704,19/05/2022,3,1,20.62225703,418,76,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
1705,19/05/2022,3,0,0.95,112,55,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
1706,19/05/2022,3,0,3.437437,347,30,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0
1707,19/05/2022,4,2,6.626334,1363,263,2,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
1708,19/05/2022,4,27,129.40564,18721,4173,3,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
1709,19/05/2022,4,5,36.517743,6228,934,6,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
1710,19/05/2022,4,0,19.482988,1320,209,3,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
1711,19/05/2022,4,1,33.43108549,2661,850,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
1712,19/05/2022,4,1,35.27122287,2779,931,3,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
1713,19/05/2022,4,4,18.93927435,1524,482,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
1714,19/05/2022,4,2,32.12955254,2560,918,3,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
1715,19/05/2022,4,2,5.793657,1192,213,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
1716,19/05/2022,4,2,32.00939999,2548,955,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
1717,19/05/2022,4,5,32.05324414,2568,970,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
1718,19/05/2022,4,3,20.319999,3609,549,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0
1719,19/05/2022,4,6,97.13,2107,1228,3,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
1720,19/05/2022,4,4,34.820961,6422,972,2,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0
1721,19/05/2022,4,2,23.02725119,263,259,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
1722,19/05/2022,4,1,31.865522,6297,1073,4,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0
1723,19/05/2022,4,8,146.0966461,1787,1787,4,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
1724,19/05/2022,5,0,1.984481506,22,22,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0
1725,19/05/2022,5,5,17.957982,3727,143,6,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
1726,19/05/2022,5,4,7.231957,1508,97,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
1727,19/05/2022,5,26,86.49321,11455,1707,2,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0
1728,19/05/2022,5,1,4.118948,707,175,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0
1729,19/05/2022,5,2,3.00229689,29,29,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0
1730,19/05/2022,5,0,48.626817,3337,365,3,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0
1731,19/05/2022,5,3,24.36849231,1937,680,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0
1732,19/05/2022,5,2,47.22493998,3802,596,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0
1733,19/05/2022,5,1,27.24372911,2158,628,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0
1734,19/05/2022,5,16,45.443161,9314,624,9,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0
1735,19/05/2022,5,12,156.9,1456,1317,8,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
1736,19/05/2022,5,3,11.720737,2270,248,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0
1737,19/05/2022,5,3,19.45704518,169,169,2,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
1738,19/05/2022,5,1,16.21956,3294,230,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0
1739,19/05/2022,5,18,140.2562498,1305,1133,18,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
1740,19/05/2022,6,74,26.01,234,0,123,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
1741,19/05/2022,6,4,0.34,13,0,7,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
1742,19/05/2022,6,7,12.02,49,0,7,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
1743,20/05/2022,1,0,5.700604,963,45,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
1744,20/05/2022,1,0,8.191163,484,40,2,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
1745,20/05/2022,1,0,8.043267,481,51,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
1746,20/05/2022,1,1,2.56,101,85,2,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
1747,20/05/2022,1,0,19.81796305,318,117,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
1748,20/05/2022,1,1,2.82,99,86,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
1749,20/05/2022,1,1,10.830237,1828,85,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
1750,20/05/2022,1,1,29.13203219,870,190,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
1751,20/05/2022,1,0,2.659212,269,23,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
1752,20/05/2022,1,2,10.357971,1502,94,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
1753,20/05/2022,1,1,19.05893638,64,64,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
1754,20/05/2022,1,0,1.35,91,68,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
1755,20/05/2022,2,0,2.159052,121,14,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
1756,20/05/2022,2,0,2.323091,130,12,2,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
1757,20/05/2022,2,0,2.0887,117,11,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
1758,20/05/2022,2,1,1.21,56,40,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
1759,20/05/2022,2,1,18.73978633,373,74,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
1760,20/05/2022,2,1,2.25,127,70,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
1761,20/05/2022,3,0,0.87,26,23,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
1762,20/05/2022,3,2,2.79,78,64,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
1763,20/05/2022,3,0,1.11,43,32,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0
1764,20/05/2022,4,0,1.329649,272,51,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
1765,20/05/2022,4,2,8.04654,1651,275,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
1766,20/05/2022,4,31,125.605431,18096,3531,9,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
1767,20/05/2022,4,5,40.159536,6821,928,2,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
1768,20/05/2022,4,2,27.8598488,2124,731,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
1769,20/05/2022,4,1,22.046888,1495,225,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
1770,20/05/2022,4,1,20.98773132,1591,540,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
1771,20/05/2022,4,0,3.60132,611,77,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
1772,20/05/2022,4,1,28.76472281,2183,734,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
1773,20/05/2022,4,0,7.256255,1488,296,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
1774,20/05/2022,4,1,28.92284704,2193,827,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
1775,20/05/2022,4,2,20.429861,3680,578,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0
1776,20/05/2022,4,2,85.23,1533,1064,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
1777,20/05/2022,4,5,33.637351,6153,989,5,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0
1778,20/05/2022,4,0,10.4719858,155,155,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
1779,20/05/2022,4,7,30.257084,5837,1004,4,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0
1780,20/05/2022,4,9,153.449598,1962,1962,4,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
1781,20/05/2022,5,9,17.728959,3674,205,10,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
1782,20/05/2022,5,0,7.256469,1511,142,2,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
1783,20/05/2022,5,25,87.267407,11580,1651,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0
1784,20/05/2022,5,1,3.262827,561,150,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0
1785,20/05/2022,5,1,24.21760033,1824,585,3,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0
1786,20/05/2022,5,0,49.025017,3364,390,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0
1787,20/05/2022,5,8,45.96434073,3452,660,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0
1788,20/05/2022,5,7,52.518278,10818,807,10,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0
1789,20/05/2022,5,11,144.31,1629,1535,11,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
1790,20/05/2022,5,1,11.47344,2379,145,4,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0
1791,20/05/2022,5,2,10.14679371,93,93,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
1792,20/05/2022,5,1,12.34432,2511,188,2,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0
1793,20/05/2022,5,22,146.242756,1369,1139,16,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
1794,20/05/2022,6,57,15.88,217,0,110,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
1795,20/05/2022,6,5,3.35,14,0,6,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
1796,20/05/2022,6,1,3.44,71,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
1797,21/05/2022,1,2,1.61,244,111,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1798,21/05/2022,1,0,5.952582,385,27,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
1799,21/05/2022,1,1,20.26944308,652,139,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
1800,21/05/2022,1,6,5.65,187,151,2,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
1801,21/05/2022,1,1,21.26511907,689,147,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
1802,21/05/2022,1,1,8.488361161,27,25,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
1803,21/05/2022,1,3,2.66,159,127,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
1804,21/05/2022,1,1,4.22,188,160,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
1805,21/05/2022,1,1,22.20876433,695,151,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
1806,21/05/2022,1,1,8.880356821,23,21,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
1807,21/05/2022,1,3,1.19,117,70,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
1808,21/05/2022,1,2,19.25929185,65,58,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
1809,21/05/2022,1,1,3.865979683,20,19,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
1810,21/05/2022,2,1,1.580177872,9,9,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1811,21/05/2022,2,0,1.670148,93,6,2,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
1812,21/05/2022,2,1,0.622069,63,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
1813,21/05/2022,2,2,13.62333492,267,40,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
1814,21/05/2022,2,4,34.94,158,135,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
1815,21/05/2022,3,1,0.846343715,3,3,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1816,21/05/2022,3,1,2.64931,299,15,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
1817,21/05/2022,3,0,3.424901,194,17,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
1818,21/05/2022,3,1,12.87632076,152,46,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
1819,21/05/2022,3,4,2.89,89,64,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
1820,21/05/2022,3,1,11.50574518,134,51,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
1821,21/05/2022,3,0,3.393754,372,30,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0
1822,21/05/2022,3,1,0.42,31,23,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0
1823,21/05/2022,4,2,9.353156,1910,291,3,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
1824,21/05/2022,4,49,128.48936,18501,3612,10,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
1825,21/05/2022,4,6,31.945267,5439,665,5,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
1826,21/05/2022,4,0,20.179047,1367,210,2,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
1827,21/05/2022,4,2,16.59433941,1380,488,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
1828,21/05/2022,4,1,14.66627384,1228,359,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
1829,21/05/2022,4,2,16.67061742,1371,463,3,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
1830,21/05/2022,4,2,7.425112,1516,241,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
1831,21/05/2022,4,1,15.85613954,1320,463,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
1832,21/05/2022,4,1,16.10622776,1343,463,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
1833,21/05/2022,4,3,16.07677094,1339,451,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
1834,21/05/2022,4,3,16.982154,3052,402,2,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0
1835,21/05/2022,4,2,50.18,1264,871,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
1836,21/05/2022,4,0,6.73137,1374,215,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0
1837,21/05/2022,4,6,42.271485,7551,1061,6,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0
1838,21/05/2022,4,3,34.509483,6642,1006,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0
1839,21/05/2022,4,3,91.85412845,1368,1211,3,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
1840,21/05/2022,5,9,23.013417,4753,128,8,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
1841,21/05/2022,5,2,6.546619,1366,108,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
1842,21/05/2022,5,1,3.228623,557,121,2,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0
1843,21/05/2022,5,1,1.137215975,15,15,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0
1844,21/05/2022,5,0,48.14294,3304,319,3,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0
1845,21/05/2022,5,0,1.25272,214,49,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0
1846,21/05/2022,5,6,27.8100627,2168,380,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0
1847,21/05/2022,5,0,13.92056544,1089,385,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0
1848,21/05/2022,5,15,45.153866,9314,515,10,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0
1849,21/05/2022,5,9,88.45,1067,1004,3,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
1850,21/05/2022,5,5,13.141686,2721,125,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0
1851,21/05/2022,5,0,11.342885,2172,231,2,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0
1852,21/05/2022,5,5,13.062002,2668,158,3,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0
1853,21/05/2022,5,9,91.57144369,1004,920,6,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
1854,21/05/2022,6,15,18.07,78,0,22,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
1855,21/05/2022,6,1,1.47,6,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
1856,21/05/2022,6,5,6.62,68,0,6,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
1857,22/05/2022,1,0,10.51415,606,34,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
1858,22/05/2022,1,2,2.28,88,77,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
1859,22/05/2022,1,3,2.63,96,80,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
1860,22/05/2022,1,2,2.32,111,94,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
1861,22/05/2022,1,3,3.26,224,163,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
1862,22/05/2022,1,1,18.61703857,469,125,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
1863,22/05/2022,1,1,17.13647606,459,132,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
