...1,date,campaign,audience,creative_family,creative_version,platform,ad_format,goal,completions,campaign_traffic,days_away,latest_report
284,2022-05-10,(not set),NA,NA,NA,NA,NA,Learn More (Community Mortgage),1,General traffic,174,0
285,2022-05-23,(not set),NA,NA,NA,NA,NA,Learn More (Community Mortgage),1,General traffic,161,0
286,2022-05-26,(not set),NA,NA,NA,NA,NA,Learn More (Community Mortgage),1,General traffic,158,0
287,2022-05-31,(not set),NA,NA,NA,NA,NA,Learn More (Community Mortgage),1,General traffic,153,0
288,2022-06-01,(not set),NA,NA,NA,NA,NA,Start Closing More,1,General traffic,152,0
289,2022-06-02,(not set),NA,NA,NA,NA,NA,Learn More (Community Mortgage),1,General traffic,151,0
290,2022-06-03,(not set),NA,NA,NA,NA,NA,Get Approved,1,General traffic,150,0
291,2022-06-03,(not set),NA,NA,NA,NA,NA,Learn More (Community Mortgage),1,General traffic,150,0
292,2022-06-07,(not set),NA,NA,NA,NA,NA,Learn More (Community Mortgage),1,General traffic,146,0
293,2022-06-08,(not set),NA,NA,NA,NA,NA,Learn More (Community Mortgage),1,General traffic,145,0
294,2022-06-09,(not set),NA,NA,NA,NA,NA,Learn More (Community Mortgage),1,General traffic,144,0
295,2022-06-10,(not set),NA,NA,NA,NA,NA,Start Closing More,1,General traffic,143,0
296,2022-04-01,(not set),NA,NA,NA,NA,NA,Learn More (Community Mortgage),1,General traffic,213,0
297,2022-04-04,(not set),NA,NA,NA,NA,NA,Learn More (Community Mortgage),3,General traffic,210,0
298,2022-04-05,(not set),NA,NA,NA,NA,NA,Learn More (Community Mortgage),4,General traffic,209,0
299,2022-04-06,(not set),NA,NA,NA,NA,NA,Learn More (Community Mortgage),3,General traffic,208,0
300,2022-04-07,(not set),NA,NA,NA,NA,NA,Learn More (Community Mortgage),3,General traffic,207,0
301,2022-04-08,(not set),NA,NA,NA,NA,NA,Learn More (Community Mortgage),4,General traffic,206,0
302,2022-04-11,(not set),NA,NA,NA,NA,NA,Learn More (Community Mortgage),1,General traffic,203,0
303,2022-04-12,(not set),NA,NA,NA,NA,NA,Learn More (Community Mortgage),3,General traffic,202,0
304,2022-04-13,(not set),NA,NA,NA,NA,NA,Learn More (Community Mortgage),2,General traffic,201,0
305,2022-04-14,(not set),NA,NA,NA,NA,NA,Learn More (Community Mortgage),2,General traffic,200,0
306,2022-04-15,(not set),NA,NA,NA,NA,NA,Learn More (Community Mortgage),1,General traffic,199,0
307,2022-04-16,(not set),NA,NA,NA,NA,NA,Learn More (Community Mortgage),1,General traffic,198,0
308,2022-04-18,(not set),NA,NA,NA,NA,NA,Learn More (Community Mortgage),3,General traffic,196,0
309,2022-04-19,(not set),NA,NA,NA,NA,NA,Learn More (Community Mortgage),4,General traffic,195,0
310,2022-04-20,(not set),NA,NA,NA,NA,NA,Learn More (Community Mortgage),4,General traffic,194,0
311,2022-04-21,(not set),NA,NA,NA,NA,NA,Learn More (Community Mortgage),1,General traffic,193,0
312,2022-04-22,(not set),NA,NA,NA,NA,NA,Learn More (Community Mortgage),1,General traffic,192,0
313,2022-04-23,(not set),NA,NA,NA,NA,NA,Start Closing More,1,General traffic,191,0
314,2022-04-25,(not set),NA,NA,NA,NA,NA,Learn More (Community Mortgage),3,General traffic,189,0
315,2022-04-25,(not set),NA,NA,NA,NA,NA,Start Closing More,1,General traffic,189,0
316,2022-04-26,(not set),NA,NA,NA,NA,NA,Learn More (Community Mortgage),4,General traffic,188,0
317,2022-04-27,(not set),NA,NA,NA,NA,NA,Learn More (Community Mortgage),6,General traffic,187,0
318,2022-04-28,(not set),NA,NA,NA,NA,NA,Learn More (Community Mortgage),2,General traffic,186,0
319,2022-04-29,(not set),NA,NA,NA,NA,NA,Learn More (Community Mortgage),5,General traffic,185,0
320,2022-05-01,(not set),NA,NA,NA,NA,NA,Learn More (Community Mortgage),1,General traffic,183,0
321,2022-05-02,(not set),NA,NA,NA,NA,NA,Learn More (Community Mortgage),5,General traffic,182,0
322,2022-05-03,(not set),NA,NA,NA,NA,NA,Learn More (Community Mortgage),4,General traffic,181,0
323,2022-05-04,(not set),NA,NA,NA,NA,NA,Learn More (Community Mortgage),3,General traffic,180,0
324,2022-05-05,(not set),NA,NA,NA,NA,NA,Learn More (Community Mortgage),2,General traffic,179,0
325,2022-05-05,(not set),NA,NA,NA,NA,NA,Start Closing More,1,General traffic,179,0
326,2022-05-06,(not set),NA,NA,NA,NA,NA,Learn More (Community Mortgage),2,General traffic,178,0
327,2022-05-06,(not set),NA,NA,NA,NA,NA,Start Closing More,1,General traffic,178,0
328,2022-05-07,(not set),NA,NA,NA,NA,NA,Learn More (Community Mortgage),1,General traffic,177,0
329,2022-05-09,(not set),NA,NA,NA,NA,NA,Learn More (Community Mortgage),5,General traffic,175,0
330,2022-05-09,(not set),NA,NA,NA,NA,NA,Start Closing More,1,General traffic,175,0
331,2022-05-10,(not set),NA,NA,NA,NA,NA,Learn More (Community Mortgage),5,General traffic,174,0
332,2022-05-11,(not set),NA,NA,NA,NA,NA,Learn More (Community Mortgage),1,General traffic,173,0
333,2022-05-11,(not set),NA,NA,NA,NA,NA,Learn More (Our Story),1,General traffic,173,0
334,2022-05-12,(not set),NA,NA,NA,NA,NA,Learn More (Community Mortgage),3,General traffic,172,0
335,2022-05-13,(not set),NA,NA,NA,NA,NA,Learn More (Community Mortgage),4,General traffic,171,0
336,2022-05-13,(not set),NA,NA,NA,NA,NA,Start Closing More,1,General traffic,171,0
337,2022-05-16,(not set),NA,NA,NA,NA,NA,Learn More (Community Mortgage),2,General traffic,168,0
338,2022-05-17,(not set),NA,NA,NA,NA,NA,Learn More (Community Mortgage),1,General traffic,167,0
339,2022-05-18,(not set),NA,NA,NA,NA,NA,Learn More (Community Mortgage),1,General traffic,166,0
340,2022-05-18,(not set),NA,NA,NA,NA,NA,Start Closing More,1,General traffic,166,0
341,2022-05-19,(not set),NA,NA,NA,NA,NA,Learn More (Community Mortgage),2,General traffic,165,0
342,2022-05-20,(not set),NA,NA,NA,NA,NA,Learn More (Community Mortgage),5,General traffic,164,0
343,2022-05-21,(not set),NA,NA,NA,NA,NA,Learn More (Community Mortgage),1,General traffic,163,0
344,2022-05-23,(not set),NA,NA,NA,NA,NA,Learn More (Community Mortgage),3,General traffic,161,0
345,2022-05-23,(not set),NA,NA,NA,NA,NA,Start Closing More,1,General traffic,161,0
346,2022-05-24,(not set),NA,NA,NA,NA,NA,Learn More (Community Mortgage),2,General traffic,160,0
347,2022-05-25,(not set),NA,NA,NA,NA,NA,Learn More (Community Mortgage),3,General traffic,159,0
348,2022-05-26,(not set),NA,NA,NA,NA,NA,Learn More (Community Mortgage),1,General traffic,158,0
349,2022-05-27,(not set),NA,NA,NA,NA,NA,Learn More (Community Mortgage),1,General traffic,157,0
350,2022-05-27,(not set),NA,NA,NA,NA,NA,Start Closing More,1,General traffic,157,0
351,2022-05-31,(not set),NA,NA,NA,NA,NA,Learn More (Community Mortgage),4,General traffic,153,0
352,2022-05-31,(not set),NA,NA,NA,NA,NA,Start Closing More,1,General traffic,153,0
353,2022-06-01,(not set),NA,NA,NA,NA,NA,Learn More (Community Mortgage),3,General traffic,152,0
354,2022-06-02,(not set),NA,NA,NA,NA,NA,Get Approved,1,General traffic,151,0
355,2022-06-02,(not set),NA,NA,NA,NA,NA,Learn More (Community Mortgage),5,General traffic,151,0
356,2022-06-03,(not set),NA,NA,NA,NA,NA,Learn More (Community Mortgage),10,General traffic,150,0
357,2022-06-06,(not set),NA,NA,NA,NA,NA,Learn More (Community Mortgage),1,General traffic,147,0
358,2022-06-07,(not set),NA,NA,NA,NA,NA,Learn More (Community Mortgage),4,General traffic,146,0
359,2022-06-08,(not set),NA,NA,NA,NA,NA,Learn More (Community Mortgage),5,General traffic,145,0
360,2022-06-09,(not set),NA,NA,NA,NA,NA,Learn More (Community Mortgage),4,General traffic,144,0
361,2022-06-10,(not set),NA,NA,NA,NA,NA,Learn More (Community Mortgage),1,General traffic,143,0
362,2022-06-13,(not set),NA,NA,NA,NA,NA,Learn More (Community Mortgage),7,General traffic,140,0
363,2022-04-04,(not set),NA,NA,NA,NA,NA,Start Closing More,1,General traffic,210,0
364,2022-04-05,(not set),NA,NA,NA,NA,NA,Learn More (Community Mortgage),1,General traffic,209,0
365,2022-04-06,(not set),NA,NA,NA,NA,NA,Learn More (Our Story),1,General traffic,208,0
366,2022-04-07,(not set),NA,NA,NA,NA,NA,Start Closing More,1,General traffic,207,0
367,2022-04-08,(not set),NA,NA,NA,NA,NA,Start Closing More,1,General traffic,206,0
368,2022-04-11,(not set),NA,NA,NA,NA,NA,Get Approved,1,General traffic,203,0
369,2022-04-11,(not set),NA,NA,NA,NA,NA,Learn More (Community Mortgage),1,General traffic,203,0
370,2022-04-12,(not set),NA,NA,NA,NA,NA,Start Closing More,1,General traffic,202,0
371,2022-04-13,(not set),NA,NA,NA,NA,NA,Start Closing More,1,General traffic,201,0
372,2022-04-22,(not set),NA,NA,NA,NA,NA,Get Approved,1,General traffic,192,0
373,2022-04-22,(not set),NA,NA,NA,NA,NA,Start Closing More,1,General traffic,192,0
374,2022-04-23,(not set),NA,NA,NA,NA,NA,Start Closing More,1,General traffic,191,0
375,2022-04-26,(not set),NA,NA,NA,NA,NA,Start Closing More,3,General traffic,188,0
376,2022-04-27,(not set),NA,NA,NA,NA,NA,Start Closing More,1,General traffic,187,0
377,2022-04-28,(not set),NA,NA,NA,NA,NA,Learn More (Community Mortgage),1,General traffic,186,0
378,2022-05-02,(not set),NA,NA,NA,NA,NA,Start Closing More,1,General traffic,182,0
379,2022-05-03,(not set),NA,NA,NA,NA,NA,Get Approved,1,General traffic,181,0
380,2022-05-03,(not set),NA,NA,NA,NA,NA,Start Closing More,1,General traffic,181,0
381,2022-05-05,(not set),NA,NA,NA,NA,NA,Start Closing More,1,General traffic,179,0
382,2022-05-10,(not set),NA,NA,NA,NA,NA,Start Closing More,1,General traffic,174,0
383,2022-05-11,(not set),NA,NA,NA,NA,NA,Start Closing More,1,General traffic,173,0
384,2022-05-12,(not set),NA,NA,NA,NA,NA,Start Closing More,1,General traffic,172,0
385,2022-05-13,(not set),NA,NA,NA,NA,NA,Learn More (Our Story),1,General traffic,171,0
386,2022-05-16,(not set),NA,NA,NA,NA,NA,Start Closing More,1,General traffic,168,0
387,2022-05-20,(not set),NA,NA,NA,NA,NA,Learn More (Community Mortgage),1,General traffic,164,0
388,2022-05-20,(not set),NA,NA,NA,NA,NA,Start Closing More,2,General traffic,164,0
389,2022-05-26,(not set),NA,NA,NA,NA,NA,Learn More (Community Mortgage),1,General traffic,158,0
390,2022-05-27,(not set),NA,NA,NA,NA,NA,Start Closing More,1,General traffic,157,0
391,2022-05-31,(not set),NA,NA,NA,NA,NA,Start Closing More,1,General traffic,153,0
392,2022-06-01,(not set),NA,NA,NA,NA,NA,Learn More (Community Mortgage),2,General traffic,152,0
393,2022-06-02,(not set),NA,NA,NA,NA,NA,Start Closing More,3,General traffic,151,0
394,2022-06-06,(not set),NA,NA,NA,NA,NA,Start Closing More,1,General traffic,147,0
395,2022-06-07,(not set),NA,NA,NA,NA,NA,Start Closing More,1,General traffic,146,0
396,2022-06-09,(not set),NA,NA,NA,NA,NA,Learn More (Community Mortgage),1,General traffic,144,0
397,2022-06-09,(not set),NA,NA,NA,NA,NA,Start Closing More,1,General traffic,144,0
398,2022-04-01,(not set),NA,NA,NA,NA,NA,Learn More (Community Mortgage),1,General traffic,213,0
399,2022-04-04,(not set),NA,NA,NA,NA,NA,Learn More (Community Mortgage),3,General traffic,210,0
400,2022-04-06,(not set),NA,NA,NA,NA,NA,Learn More (Community Mortgage),1,General traffic,208,0
401,2022-04-08,(not set),NA,NA,NA,NA,NA,Learn More (Community Mortgage),1,General traffic,206,0
402,2022-04-12,(not set),NA,NA,NA,NA,NA,Learn More (Community Mortgage),1,General traffic,202,0
403,2022-04-13,(not set),NA,NA,NA,NA,NA,Learn More (Community Mortgage),1,General traffic,201,0
404,2022-04-14,(not set),NA,NA,NA,NA,NA,Learn More (Community Mortgage),1,General traffic,200,0
405,2022-04-15,(not set),NA,NA,NA,NA,NA,Learn More (Community Mortgage),1,General traffic,199,0
406,2022-04-19,(not set),NA,NA,NA,NA,NA,Learn More (Community Mortgage),3,General traffic,195,0
407,2022-04-19,(not set),NA,NA,NA,NA,NA,Start Closing More,1,General traffic,195,0
408,2022-04-20,(not set),NA,NA,NA,NA,NA,Get Approved,1,General traffic,194,0
409,2022-04-20,(not set),NA,NA,NA,NA,NA,Learn More (Community Mortgage),2,General traffic,194,0
410,2022-04-21,(not set),NA,NA,NA,NA,NA,Learn More (Community Mortgage),1,General traffic,193,0
411,2022-04-22,(not set),NA,NA,NA,NA,NA,Learn More (Community Mortgage),1,General traffic,192,0
412,2022-04-25,(not set),NA,NA,NA,NA,NA,Learn More (Community Mortgage),2,General traffic,189,0
413,2022-04-25,(not set),NA,NA,NA,NA,NA,Learn More (Our Story),1,General traffic,189,0
414,2022-04-26,(not set),NA,NA,NA,NA,NA,Learn More (Community Mortgage),2,General traffic,188,0
415,2022-04-27,(not set),NA,NA,NA,NA,NA,Learn More (Community Mortgage),1,General traffic,187,0
416,2022-04-28,(not set),NA,NA,NA,NA,NA,Learn More (Community Mortgage),2,General traffic,186,0
417,2022-05-02,(not set),NA,NA,NA,NA,NA,Learn More (Community Mortgage),1,General traffic,182,0
418,2022-05-03,(not set),NA,NA,NA,NA,NA,Learn More (Community Mortgage),1,General traffic,181,0
419,2022-05-04,(not set),NA,NA,NA,NA,NA,Learn More (Community Mortgage),2,General traffic,180,0
420,2022-05-05,(not set),NA,NA,NA,NA,NA,Learn More (Community Mortgage),1,General traffic,179,0
421,2022-05-06,(not set),NA,NA,NA,NA,NA,Learn More (Community Mortgage),3,General traffic,178,0
422,2022-05-09,(not set),NA,NA,NA,NA,NA,Learn More (Community Mortgage),2,General traffic,175,0
423,2022-05-10,(not set),NA,NA,NA,NA,NA,Learn More (Community Mortgage),1,General traffic,174,0
424,2022-05-12,(not set),NA,NA,NA,NA,NA,Learn More (Community Mortgage),2,General traffic,172,0
425,2022-05-17,(not set),NA,NA,NA,NA,NA,Learn More (Community Mortgage),2,General traffic,167,0
426,2022-05-18,(not set),NA,NA,NA,NA,NA,Get Approved,1,General traffic,166,0
427,2022-05-18,(not set),NA,NA,NA,NA,NA,Learn More (Community Mortgage),1,General traffic,166,0
428,2022-05-19,(not set),NA,NA,NA,NA,NA,Learn More (Community Mortgage),3,General traffic,165,0
429,2022-05-23,(not set),NA,NA,NA,NA,NA,Learn More (Community Mortgage),2,General traffic,161,0
430,2022-05-23,(not set),NA,NA,NA,NA,NA,Learn More (Our Story),1,General traffic,161,0
431,2022-05-31,(not set),NA,NA,NA,NA,NA,Learn More (Community Mortgage),3,General traffic,153,0
432,2022-06-01,(not set),NA,NA,NA,NA,NA,Learn More (Community Mortgage),2,General traffic,152,0
433,2022-06-02,(not set),NA,NA,NA,NA,NA,Learn More (Community Mortgage),4,General traffic,151,0
434,2022-06-03,(not set),NA,NA,NA,NA,NA,Learn More (Community Mortgage),1,General traffic,150,0
435,2022-06-04,(not set),NA,NA,NA,NA,NA,Learn More (Community Mortgage),1,General traffic,149,0
436,2022-06-06,(not set),NA,NA,NA,NA,NA,Learn More (Community Mortgage),3,General traffic,147,0
437,2022-06-06,(not set),NA,NA,NA,NA,NA,Learn More (Our Story),1,General traffic,147,0
438,2022-06-07,(not set),NA,NA,NA,NA,NA,Learn More (Community Mortgage),1,General traffic,146,0
439,2022-06-08,(not set),NA,NA,NA,NA,NA,Learn More (Community Mortgage),1,General traffic,145,0
440,2022-06-13,(not set),NA,NA,NA,NA,NA,Learn More (Community Mortgage),1,General traffic,140,0
441,2022-04-06,(not set),NA,NA,NA,NA,NA,Learn More (Community Mortgage),1,General traffic,208,0
442,2022-04-07,(not set),NA,NA,NA,NA,NA,Learn More (Our Story),1,General traffic,207,0
443,2022-04-08,(not set),NA,NA,NA,NA,NA,Learn More (Our Story),1,General traffic,206,0
444,2022-04-14,(not set),NA,NA,NA,NA,NA,Start Closing More,1,General traffic,200,0
445,2022-04-15,(not set),NA,NA,NA,NA,NA,Learn More (Community Mortgage),1,General traffic,199,0
446,2022-04-21,(not set),NA,NA,NA,NA,NA,Start Closing More,1,General traffic,193,0
447,2022-04-25,(not set),NA,NA,NA,NA,NA,Get Approved,1,General traffic,189,0
448,2022-04-27,(not set),NA,NA,NA,NA,NA,Learn More (Community Mortgage),1,General traffic,187,0
449,2022-04-27,(not set),NA,NA,NA,NA,NA,Start Closing More,1,General traffic,187,0
450,2022-04-28,(not set),NA,NA,NA,NA,NA,Learn More (Our Story),1,General traffic,186,0
451,2022-05-06,(not set),NA,NA,NA,NA,NA,Learn More (Our Story),1,General traffic,178,0
452,2022-05-10,(not set),NA,NA,NA,NA,NA,Start Closing More,1,General traffic,174,0
453,2022-05-12,(not set),NA,NA,NA,NA,NA,Start Closing More,1,General traffic,172,0
454,2022-05-17,(not set),NA,NA,NA,NA,NA,Get Approved,1,General traffic,167,0
455,2022-05-17,(not set),NA,NA,NA,NA,NA,Start Closing More,1,General traffic,167,0
456,2022-05-21,(not set),NA,NA,NA,NA,NA,Start Closing More,1,General traffic,163,0
457,2022-05-24,(not set),NA,NA,NA,NA,NA,Learn More (Community Mortgage),1,General traffic,160,0
458,2022-05-24,(not set),NA,NA,NA,NA,NA,Start Closing More,1,General traffic,160,0
459,2022-05-26,(not set),NA,NA,NA,NA,NA,Start Closing More,1,General traffic,158,0
460,2022-05-31,(not set),NA,NA,NA,NA,NA,Start Closing More,2,General traffic,153,0
461,2022-06-01,(not set),NA,NA,NA,NA,NA,Learn More (Community Mortgage),1,General traffic,152,0
462,2022-06-02,(not set),NA,NA,NA,NA,NA,Learn More (Community Mortgage),1,General traffic,151,0
463,2022-06-03,(not set),NA,NA,NA,NA,NA,Start Closing More,1,General traffic,150,0
464,2022-06-04,(not set),NA,NA,NA,NA,NA,Learn More (Community Mortgage),1,General traffic,149,0
465,2022-06-04,(not set),NA,NA,NA,NA,NA,Learn More (Our Story),1,General traffic,149,0
466,2022-06-08,(not set),NA,NA,NA,NA,NA,Learn More (Community Mortgage),1,General traffic,145,0
467,2022-06-09,(not set),NA,NA,NA,NA,NA,Learn More (Our Story),2,General traffic,144,0
468,2022-06-09,(not set),NA,NA,NA,NA,NA,Start Closing More,1,General traffic,144,0
469,2022-04-13,(not set),NA,NA,NA,NA,NA,Get Approved,1,General traffic,201,0
470,2022-04-27,(not set),NA,NA,NA,NA,NA,Learn More (Our Story),1,General traffic,187,0
471,2022-04-28,(not set),NA,NA,NA,NA,NA,Learn More (Our Story),1,General traffic,186,0
472,2022-05-01,(not set),NA,NA,NA,NA,NA,Start Closing More,1,General traffic,183,0
473,2022-05-04,(not set),NA,NA,NA,NA,NA,Start Closing More,1,General traffic,180,0
474,2022-05-11,(not set),NA,NA,NA,NA,NA,Learn More (Our Story),1,General traffic,173,0
475,2022-05-20,(not set),NA,NA,NA,NA,NA,Start Closing More,1,General traffic,164,0
476,2022-05-31,(not set),NA,NA,NA,NA,NA,Learn More (Our Story),1,General traffic,153,0
477,2022-06-02,(not set),NA,NA,NA,NA,NA,Get Approved,1,General traffic,151,0
478,2022-04-01,(not set),NA,NA,NA,NA,NA,Get Approved,1,General traffic,213,0
479,2022-04-02,(not set),NA,NA,NA,NA,NA,Start Closing More,1,General traffic,212,0
480,2022-04-06,(not set),NA,NA,NA,NA,NA,Get Approved,1,General traffic,208,0
481,2022-04-09,(not set),NA,NA,NA,NA,NA,Learn More (Community Mortgage),1,General traffic,205,0
482,2022-04-10,(not set),NA,NA,NA,NA,NA,Learn More (Community Mortgage),1,General traffic,204,0
483,2022-04-14,(not set),NA,NA,NA,NA,NA,Learn More (Our Story),1,General traffic,200,0
484,2022-04-17,(not set),NA,NA,NA,NA,NA,Get Approved,1,General traffic,197,0
485,2022-04-19,(not set),NA,NA,NA,NA,NA,Closer Twins Page Video Play,1,General traffic,195,0
486,2022-04-19,(not set),NA,NA,NA,NA,NA,Learn More (Closer Twins Banner),1,General traffic,195,0
487,2022-04-20,(not set),NA,NA,NA,NA,NA,Learn More (Community Mortgage),1,General traffic,194,0
488,2022-04-26,(not set),NA,NA,NA,NA,NA,Get Approved,1,General traffic,188,0
489,2022-04-27,(not set),NA,NA,NA,NA,NA,Get Approved,1,General traffic,187,0
490,2022-05-03,(not set),NA,NA,NA,NA,NA,Closer Twins Page Video Play,1,General traffic,181,0
491,2022-05-03,(not set),NA,NA,NA,NA,NA,Learn More (Closer Twins Banner),1,General traffic,181,0
492,2022-05-03,(not set),NA,NA,NA,NA,NA,Closer Twins Page Video Play,1,General traffic,181,0
493,2022-05-04,(not set),NA,NA,NA,NA,NA,Broker Login,1,General traffic,180,0
494,2022-05-04,(not set),NA,NA,NA,NA,NA,Get Approved,1,General traffic,180,0
495,2022-05-05,(not set),NA,NA,NA,NA,NA,Get Approved,2,General traffic,179,0
496,2022-05-11,(not set),NA,NA,NA,NA,NA,Learn More (Community Mortgage),1,General traffic,173,0
497,2022-05-12,(not set),NA,NA,NA,NA,NA,Learn More (Community Mortgage),1,General traffic,172,0
498,2022-05-15,(not set),NA,NA,NA,NA,NA,Get Approved,1,General traffic,169,0
499,2022-05-16,(not set),NA,NA,NA,NA,NA,Learn More (Community Mortgage),1,General traffic,168,0
500,2022-05-17,(not set),NA,NA,NA,NA,NA,Get Approved,1,General traffic,167,0
501,2022-05-17,(not set),NA,NA,NA,NA,NA,Learn More (Community Mortgage),1,General traffic,167,0
502,2022-05-18,(not set),NA,NA,NA,NA,NA,Get Approved,1,General traffic,166,0
503,2022-05-19,(not set),NA,NA,NA,NA,NA,Learn More (Community Mortgage),1,General traffic,165,0
504,2022-05-23,(not set),NA,NA,NA,NA,NA,Learn More (Community Mortgage),1,General traffic,161,0
