,city_name,latitude,longitude,city_population,city_state_code,state_name
1167,Suffolk,36.72836,-76.58496,88161,VA,Virginia
364,Sugar Hill,34.10649,-84.03352,21747,GA,Georgia
1077,Sugar Land,29.61968,-95.63495,88156,TX,Texas
2772,Suisun,38.23825,-122.04024,28111,CA,California
596,Suitland,38.84872,-76.92386,25825,MD,Maryland
3196,Suitland-Silver Hill,38.84685,-76.92591,33515,MD,Maryland
505,Sulphur,30.23659,-93.37738,20189,LA,Louisiana
1078,Sulphur Springs,33.13845,-95.60107,16098,TX,Texas
3222,Summerlin South,36.11708,-115.33001,24085,NV,Nevada
878,Summerville,33.0185,-80.17565,48848,SC,South Carolina
1895,Summit,40.71562,-74.36468,22074,NJ,New Jersey
879,Sumter,33.92044,-80.34147,40816,SC,South Carolina
2408,Sun City,33.59754,-112.27182,37499,AZ,Arizona
2773,Sun City,33.70919,-117.19726,19579,CA,California
263,Sun City Center,27.71809,-82.35176,19258,FL,Florida
2409,Sun City West,33.66198,-112.34127,24535,AZ,Arizona
2348,Sun Prairie,43.1836,-89.21373,32365,WI,Wisconsin
2892,Sun Valley,39.5963,-119.77602,19299,NV,Nevada
2774,Sunland,34.26695,-118.3023,15316,CA,California
2877,Sunland Park,31.7965,-106.57999,15940,NM,New Mexico
264,Sunny Isles Beach,25.95065,-80.12282,22123,FL,Florida
2108,Sunnyside,40.73982,-73.93542,49833,NY,New York
3128,Sunnyside,46.32374,-120.00865,16325,WA,Washington
2775,Sunnyvale,37.36883,-122.03635,155805,CA,California
265,Sunrise,26.13397,-80.1131,84439,FL,Florida
2893,Sunrise Manor,36.21108,-115.07306,189372,NV,Nevada
266,Sunset,25.70594,-80.35228,16389,FL,Florida
3248,Sunset Park,40.64548,-74.01241,126000,NY,New York
2349,Superior,46.72077,-92.10408,26579,WI,Wisconsin
2410,Surprise,33.63059,-112.33322,143148,AZ,Arizona
2929,Susanville,40.41628,-120.65301,15247,CA,California
365,Suwanee,34.05149,-84.0713,18694,GA,Georgia
1603,Swansea,41.74816,-71.18977,16525,MA,Massachusetts
267,Sweetwater,25.76343,-80.37311,20840,FL,Florida
1448,Sycamore,41.98892,-88.68675,17712,IL,Illinois
2216,Sylvania,41.71894,-83.71299,18965,OH,Ohio
2109,Syosset,40.82621,-73.50207,18829,NY,New York
2110,Syracuse,43.04812,-76.14742,144142,NY,New York
3055,Syracuse,41.08939,-112.06467,27395,UT,Utah
3129,Tacoma,47.25288,-122.44429,207948,WA,Washington
835,Tahlequah,35.91537,-94.96996,16598,OK,Oklahoma
597,Takoma Park,38.97789,-77.00748,17713,MD,Maryland
34,Talladega,33.43594,-86.1058,15709,AL,Alabama
268,Tallahassee,30.43826,-84.28073,189907,FL,Florida
2217,Tallmadge,41.10145,-81.44178,17512,OH,Ohio
269,Tamarac,26.21286,-80.24977,64681,FL,Florida
270,Tamiami,25.75871,-80.39839,55271,FL,Florida
271,Tampa,27.94752,-82.45843,384959,FL,Florida
2411,Tanque Verde,32.25174,-110.73731,16901,AZ,Arizona
272,Tarpon Springs,28.14612,-82.75677,24605,FL,Florida
1604,Taunton,41.9001,-71.08977,56789,MA,Massachusetts
273,Tavares,28.80416,-81.72563,15430,FL,Florida
1079,Taylor,30.57076,-97.40944,16702,TX,Texas
1696,Taylor,42.24087,-83.26965,61568,MI,Michigan
880,Taylors,34.92039,-82.29623,21617,SC,South Carolina
3056,Taylorsville,40.66772,-111.93883,60514,UT,Utah
1896,Teaneck,40.8976,-74.01597,40078,NJ,New Jersey
2776,Temecula,33.49364,-117.14836,110003,CA,California
2412,Tempe,33.41477,-111.90931,175826,AZ,Arizona
2413,Tempe Junction,33.41421,-111.94348,158368,AZ,Arizona
1080,Temple,31.09823,-97.34278,72277,TX,Texas
2777,Temple City,34.10723,-118.05785,36365,CA,California
274,Temple Terrace,28.0353,-82.38926,25731,FL,Florida
2111,Terrace Heights,40.72149,-73.7693,15421,NY,New York
415,Terre Haute,39.4667,-87.41391,60825,IN,Indiana
1081,Terrell,32.73596,-96.27526,16981,TX,Texas
506,Terrytown,29.91021,-90.03257,23319,LA,Louisiana
1605,Tewksbury,42.61065,-71.23422,29326,MA,Massachusetts
62,Texarkana,33.44179,-94.03769,30353,AR,Arkansas
1082,Texarkana,33.42513,-94.04769,37280,TX,Texas
1083,Texas City,29.38385,-94.9027,47618,TX,Texas
3238,The Acreage,26.79404,-80.26749,38704,FL,Florida
1929,The Bronx,40.84985,-73.86641,1385108,NY,New York
1084,The Colony,33.08901,-96.88639,41779,TX,Texas
275,The Crossings,25.67066,-80.40117,22758,FL,Florida
3006,The Dalles,45.59456,-121.17868,15340,OR,Oregon
276,The Hammocks,25.67149,-80.4445,51003,FL,Florida
277,The Villages,28.93408,-81.95994,51442,FL,Florida
1085,The Woodlands,30.15799,-95.48938,93847,TX,Texas
366,Thomasville,30.83658,-83.97878,18742,GA,Georgia
744,Thomasville,35.88264,-80.08199,27061,NC,North Carolina
2858,Thornton,39.86804,-104.97192,133451,CO,Colorado
2778,Thousand Oaks,34.17056,-118.83759,129339,CA,California
278,Three Lakes,25.64205,-80.39839,15047,FL,Florida
2112,Throgs Neck,40.8226,-73.81958,33683,NY,New York
2218,Tiffin,41.1145,-83.17797,17687,OH,Ohio
367,Tifton,31.45046,-83.5085,16725,GA,Georgia
3007,Tigard,45.43123,-122.77149,51253,OR,Oregon
35,Tillmans Corner,30.59019,-88.17084,17398,AL,Alabama
1449,Tinley Park,41.57337,-87.78449,57143,IL,Illinois
1897,Tinton Falls,40.30428,-74.10042,17772,NJ,New Jersey
279,Titusville,28.61222,-80.80755,45393,FL,Florida
2219,Toledo,41.66394,-83.55521,279789,OH,Ohio
767,Toms River,39.95373,-74.19792,88791,NJ,New Jersey
3057,Tooele,40.53078,-112.29828,33157,UT,Utah
438,Topeka,39.04833,-95.67804,127265,KS,Kansas
2779,Torrance,33.83585,-118.34063,143592,CA,California
1241,Torrington,41.80065,-73.12122,34906,CT,Connecticut
280,Town 'n' Country,28.01057,-82.57732,78442,FL,Florida
598,Towson,39.4015,-76.60191,55197,MD,Maryland
2780,Tracy,37.73987,-121.42618,87075,CA,California
1697,Traverse City,44.76306,-85.62063,15218,MI,Michigan
2113,Tremont,40.84954,-73.90569,22870,NY,New York
1698,Trenton,42.13949,-83.17826,18380,MI,Michigan
1898,Trenton,40.21705,-74.74294,84225,NJ,New Jersey
3225,Tri-Cities,46.2454,-119.19617,244036,WA,Washington
798,Trotwood,39.79728,-84.31133,24096,OH,Ohio
3008,Troutdale,45.53929,-122.38731,16631,OR,Oregon
36,Troy,31.80877,-85.96995,18853,AL,Alabama
1699,Troy,42.60559,-83.14993,83280,MI,Michigan
2114,Troy,42.72841,-73.69179,49906,NY,New York
2220,Troy,40.0395,-84.20328,25659,OH,Ohio
2781,Truckee,39.32796,-120.18325,16299,CA,California
1242,Trumbull,41.24287,-73.20067,36018,CT,Connecticut
37,Trussville,33.61983,-86.60888,21023,AL,Alabama
3009,Tualatin,45.38401,-122.76399,27154,OR,Oregon
1168,Tuckahoe,37.59015,-77.55638,44990,VA,Virginia
368,Tucker,33.85455,-84.21714,27581,GA,Georgia
2414,Tucson,32.22174,-110.92648,531641,AZ,Arizona
2782,Tujunga,34.25223,-118.28841,26527,CA,California
3130,Tukwila,47.47399,-122.26096,20018,WA,Washington
2783,Tulare,36.20773,-119.34734,62315,CA,California
926,Tullahoma,35.36202,-86.20943,19128,TN,Tennessee
836,Tulsa,36.15398,-95.99277,413066,OK,Oklahoma
3131,Tumwater,47.00732,-122.90931,19190,WA,Washington
684,Tupelo,34.25807,-88.70464,35680,MS,Mississippi
2784,Turlock,37.49466,-120.84659,72292,CA,California
38,Tuscaloosa,33.20984,-87.56917,98332,AL,Alabama
2785,Tustin,33.74585,-117.82617,80583,CA,California
2787,Twentynine Palms,34.13556,-116.05417,26025,CA,California
2952,Twin Falls,42.56297,-114.46087,47468,ID,Idaho
2221,Twinsburg,41.31256,-81.44011,18872,OH,Ohio
1086,Tyler,32.35126,-95.30106,103700,TX,Texas
1169,Tysons Corner,38.91872,-77.23109,19627,VA,Virginia
2788,Ukiah,39.15017,-123.20778,15917,CA,California
1899,Union,40.6976,-74.2632,56771,NJ,New Jersey
369,Union City,33.58706,-84.54243,20805,GA,Georgia
1900,Union City,40.77955,-74.02375,69156,NJ,New Jersey
2789,Union City,37.59577,-122.01913,74494,CA,California
3219,Union Hill-Novelty Hill,47.67887,-122.02833,18805,WA,Washington
2115,Uniondale,40.70038,-73.59291,24759,NY,New York
2116,Unionport,40.82732,-73.85013,23895,NY,New York
1087,Universal City,29.54801,-98.29112,19986,TX,Texas
2790,Universal City,34.1389,-118.35341,105000,CA,California
3205,University,28.07389,-82.43902,41163,FL,Florida
653,University City,38.65588,-90.30928,35058,MO,Missouri
2117,University Heights,40.8601,-73.9093,27935,NY,New York
281,University Park,25.74649,-80.36755,26995,FL,Florida
1088,University Park,32.85013,-96.80028,24759,TX,Texas
3132,University Place,47.23565,-122.5504,32842,WA,Washington
2791,Upland,34.09751,-117.64839,76443,CA,California
393,Upper Alton,38.91144,-90.15066,29251,IL,Illinois
799,Upper Arlington,39.99451,-83.06241,34907,OH,Ohio
2267,Upper Saint Clair,40.3359,-80.08339,19229,PA,Pennsylvania
1450,Uptown,41.9659,-87.65262,55137,IL,Illinois
1451,Urbana,40.11059,-88.20727,42311,IL,Illinois
1281,Urbandale,41.62666,-93.71217,44062,IA,Iowa
2118,Utica,43.1009,-75.23266,61100,NY,New York
1089,Uvalde,29.20968,-99.78617,16476,TX,Texas
2792,Vacaville,38.35658,-121.98774,96803,CA,California
370,Valdosta,30.83334,-83.28032,55724,GA,Georgia
2793,Valencia,34.44361,-118.60953,148456,CA,California
2794,Valinda,34.04529,-117.94367,22822,CA,California
2795,Vallejo,38.10409,-122.25664,121692,CA,California
3269,Valley Glen,34.18991,-118.44953,60000,CA,California
475,Valley Station,38.11118,-85.87024,22756,KY,Kentucky
2119,Valley Stream,40.66427,-73.70846,37962,NY,New York
1506,Valparaiso,41.47309,-87.06114,32626,IN,Indiana
282,Valrico,27.93789,-82.23644,35545,FL,Florida
63,Van Buren,35.43676,-94.34827,23081,AR,Arkansas
2120,Van Nest,40.84843,-73.86375,23700,NY,New York
2796,Van Nuys,34.18667,-118.44897,136443,CA,California
3133,Vancouver,45.63873,-122.66149,172860,WA,Washington
800,Vandalia,39.89061,-84.19883,15106,OH,Ohio
283,Venice,27.09978,-82.45426,22211,FL,Florida
2797,Venice,33.99084,-118.46008,40885,CA,California
2798,Ventura,34.27834,-119.29317,96769,CA,California
1452,Vernon Hills,42.21947,-87.97952,26314,IL,Illinois
284,Vero Beach,27.63864,-80.39727,16358,FL,Florida
3206,Vero Beach South,27.61638,-80.41308,23092,FL,Florida
2121,Vestal,42.08507,-76.05381,28043,NY,New York
39,Vestavia Hills,33.44872,-86.78777,34174,AL,Alabama
685,Vicksburg,32.35265,-90.87788,23131,MS,Mississippi
1090,Victoria,28.80527,-97.0036,67574,TX,Texas
2799,Victorville,34.53611,-117.29116,122225,CA,California
1170,Vienna,38.90122,-77.26526,16522,VA,Virginia
1453,Villa Park,41.88975,-87.98895,21969,IL,Illinois
416,Vincennes,38.67727,-87.52863,18012,IN,Indiana
2800,Vincent,34.50055,-118.11646,15922,CA,California
3220,Vincent,34.09836,-117.92383,15922,CA,California
768,Vincentown,39.934,-74.74849,24664,NJ,New Jersey
769,Vineland,39.48623,-75.02573,60818,NJ,New Jersey
3179,Vineyard,38.46449,-121.34692,24836,CA,California
1171,Virginia Beach,36.85293,-75.97799,452745,VA,Virginia
2801,Visalia,36.33023,-119.29206,130104,CA,California
3251,Visitacion Valley,37.71715,-122.40433,22534,CA,California
2802,Vista,33.20004,-117.24254,100890,CA,California
1901,Voorhees,39.84499,-74.95495,29131,NJ,New Jersey
1091,Waco,31.54933,-97.14667,132356,TX,Texas
881,Wade Hampton,34.90373,-82.33317,20622,SC,South Carolina
2222,Wadsworth,41.02561,-81.72985,21860,OH,Ohio
3155,Wahiawā,21.50279,-158.02464,17821,HI,Hawaii
3156,Wailuku,20.89133,-156.50604,15313,HI,Hawaii
3157,Waipahu,21.38667,-158.00917,38216,HI,Hawaii
745,Wake Forest,35.97987,-78.50972,38199,NC,North Carolina
1606,Wakefield,42.50648,-71.07283,24932,MA,Massachusetts
2122,Wakefield,40.89788,-73.85236,52201,NY,New York
599,Waldorf,38.62456,-76.93914,67752,MD,Maryland
1700,Walker,43.00141,-85.76809,24647,MI,Michigan
3134,Walla Walla,46.06458,-118.34302,32237,WA,Washington
1243,Wallingford,41.45704,-72.82316,17712,CT,Connecticut
3182,Wallingford Center,41.44987,-72.81892,18209,CT,Connecticut
2803,Walnut,34.02029,-117.86534,30237,CA,California
2804,Walnut Creek,37.90631,-122.06496,68910,CA,California
2805,Walnut Park,33.96807,-118.22507,15966,CA,California
1607,Waltham,42.37649,-71.23561,63378,MA,Massachusetts
2123,Wantagh,40.68371,-73.51013,18871,NY,New York
371,Warner Robins,32.61574,-83.62664,73490,GA,Georgia
1701,Warren,42.49044,-83.01304,134056,MI,Michigan
2223,Warren,41.23756,-80.81842,40245,OH,Ohio
3242,Warren Township,40.60822,-74.51803,15311,NJ,New Jersey
654,Warrensburg,38.76279,-93.73605,19927,MO,Missouri
2291,Warwick,41.7001,-71.41617,81699,RI,Rhode Island
1454,Wasco,41.93808,-88.40452,22560,IL,Illinois
2917,Wasco,35.59412,-119.34095,26279,CA,California
67,Washington,38.89511,-77.03637,689545,DC,District of Columbia
1455,Washington,40.70365,-89.40731,16664,IL,Illinois
2916,Washington,37.13054,-113.50829,24299,UT,Utah
2124,Washington Heights,40.8501,-73.93541,152613,NY,New York
3135,Washougal,45.58262,-122.35342,15288,WA,Washington
1092,Watauga,32.85791,-97.25474,24525,TX,Texas
1244,Waterbury,41.55815,-73.0515,108802,CT,Connecticut
1702,Waterford,42.69303,-83.41181,75737,MI,Michigan
3256,Waterford,41.3417,-72.13597,19281,CT,Connecticut
1282,Waterloo,42.49276,-92.34296,68460,IA,Iowa
1608,Watertown,42.37093,-71.18283,31915,MA,Massachusetts
2125,Watertown,43.97478,-75.91076,26780,NY,New York
2299,Watertown,44.89941,-97.11507,22073,SD,South Dakota
2350,Watertown,43.19472,-88.72899,23819,WI,Wisconsin
1631,Waterville,44.55201,-69.63171,16261,ME,Maine
2806,Watsonville,36.91023,-121.75689,53628,CA,California
1283,Waukee,41.61166,-93.88523,18990,IA,Iowa
1456,Waukegan,42.36363,-87.84479,88475,IL,Illinois
2351,Waukesha,43.01168,-88.23148,71970,WI,Wisconsin
2352,Wausau,44.95914,-89.63012,39094,WI,Wisconsin
2353,Wauwatosa,43.04946,-88.00759,47614,WI,Wisconsin
1703,Waverly,42.7392,-84.62081,23925,MI,Michigan
1093,Waxahachie,32.38653,-96.84833,33384,TX,Texas
1704,Wayne,42.28143,-83.38632,17081,MI,Michigan
1902,Wayne,40.92538,-74.27654,57915,NJ,New Jersey
2268,Wayne,40.044,-75.38769,30892,PA,Pennsylvania
1172,Waynesboro,38.06847,-78.88947,21491,VA,Virginia
1094,Weatherford,32.7593,-97.79725,28742,TX,Texas
655,Webster Groves,38.59255,-90.35734,23177,MO,Missouri
2358,Weirton,40.41896,-80.58952,19175,WV,West Virginia
2359,Weirton Heights,40.4084,-80.53924,19450,WV,West Virginia
285,Wekiwa Springs,28.69861,-81.42563,21998,FL,Florida
1609,Wellesley,42.29649,-71.29256,27982,MA,Massachusetts
286,Wellington,26.65868,-80.24144,62560,FL,Florida
3136,Wenatchee,47.42346,-120.31035,33636,WA,Washington
656,Wentzville,38.81144,-90.85291,35603,MO,Missouri
1095,Weslaco,26.15952,-97.99084,39474,TX,Texas
287,Wesley Chapel,28.23973,-82.32787,44092,FL,Florida
2126,West Albany,42.68313,-73.77845,93794,NY,New York
2354,West Allis,43.01668,-88.00703,60620,WI,Wisconsin
295,West and East Lealman,27.81993,-82.68944,21924,FL,Florida
2127,West Babylon,40.71816,-73.35429,43213,NY,New York
2355,West Bend,43.42528,-88.18343,31695,WI,Wisconsin
3199,West Bloomfield Township,42.56891,-83.38356,64690,MI,Michigan
2807,West Carson,33.82168,-118.29257,21699,CA,California
845,West Chester,39.96097,-75.60804,19842,PA,Pennsylvania
1457,West Chicago,41.88475,-88.20396,27447,IL,Illinois
882,West Columbia,33.99349,-81.07398,16060,SC,South Carolina
1775,West Coon Rapids,45.15969,-93.34967,62528,MN,Minnesota
2808,West Covina,34.06862,-117.93895,108484,CA,California
1284,West Des Moines,41.57721,-93.71133,64113,IA,Iowa
600,West Elkridge,39.20705,-76.72692,28734,MD,Maryland
1458,West Elsdon,41.79392,-87.7245,19219,IL,Illinois
1459,West Englewood,41.77809,-87.66672,32156,IL,Illinois
3191,West Falls Church,38.86484,-77.18787,29207,VA,Virginia
1785,West Fargo,46.87497,-96.90036,33597,ND,North Dakota
1460,West Garfield Park,41.88059,-87.72922,17742,IL,Illinois
686,West Gulfport,30.40409,-89.0942,71329,MS,Mississippi
1245,West Hartford,41.76204,-72.74204,63268,CT,Connecticut
1246,West Haven,41.27065,-72.94705,54927,CT,Connecticut
2128,West Hempstead,40.70482,-73.65013,18862,NY,New York
3235,West Hills,34.19731,-118.64398,41426,CA,California
289,West Hollywood,26.02065,-80.18394,60806,FL,Florida
2809,West Hollywood,34.09001,-118.36174,36222,CA,California
2129,West Islip,40.70621,-73.30623,28335,NY,New York
3058,West Jordan,40.60967,-111.9391,111946,UT,Utah
1507,West Lafayette,40.42587,-86.90807,45550,IN,Indiana
3137,West Lake Sammamish,47.5776,-122.10123,33929,WA,Washington
3138,West Lake Stevens,47.99343,-122.1018,21047,WA,Washington
1461,West Lawn,41.77281,-87.72227,32749,IL,Illinois
3010,West Linn,45.36568,-122.61231,26593,OR,Oregon
290,West Little River,25.85704,-80.23699,34699,FL,Florida
1173,West Lynchburg,37.4032,-79.17808,65517,VA,Virginia
291,West Melbourne,28.07168,-80.65339,20679,FL,Florida
64,West Memphis,35.14648,-90.18454,25052,AR,Arkansas
2269,West Mifflin,40.3634,-79.86644,20075,PA,Pennsylvania
1903,West Milford,41.13121,-74.36737,26968,NJ,New Jersey
1904,West New York,40.78788,-74.01431,53366,NJ,New Jersey
2912,West Odessa,31.84235,-102.49876,22707,TX,Texas
1905,West Orange,40.79871,-74.23904,48131,NJ,New Jersey
292,West Palm Beach,26.71534,-80.05337,106779,FL,Florida
293,West Park,25.98454,-80.19894,15097,FL,Florida
294,West Pensacola,30.42659,-87.27969,21339,FL,Florida
2810,West Puente Valley,34.05168,-117.9684,22636,CA,California
746,West Raleigh,35.78682,-78.66389,338759,NC,North Carolina
1462,West Ridge,41.99975,-87.69284,72211,IL,Illinois
2811,West Sacramento,38.58046,-121.53023,52721,CA,California
1776,West Saint Paul,44.91608,-93.10161,19540,MN,Minnesota
1632,West Scarborough,43.57036,-70.38783,27706,ME,Maine
2130,West Seneca,42.85006,-78.79975,44711,NY,New York
1174,West Springfield,38.77261,-77.22109,22460,VA,Virginia
1610,West Springfield,42.10704,-72.62037,27912,MA,Massachusetts
1247,West Torrington,41.81843,-73.14372,36000,CT,Connecticut
1463,West Town,41.89381,-87.67493,86429,IL,Illinois
1096,West University Place,29.71801,-95.43383,15741,TX,Texas
3059,West Valley City,40.69161,-112.00105,136208,UT,Utah
2292,West Warwick,41.69689,-71.52194,30146,RI,Rhode Island
3221,West Whittier-Los Nietos,33.976,-118.06909,25540,CA,California
1633,Westbrook,43.67703,-70.37116,17978,ME,Maine
2131,Westbury,40.75566,-73.58763,15379,NY,New York
288,Westchase,28.05502,-82.60982,21747,FL,Florida
296,Westchester,25.75482,-80.32727,29862,FL,Florida
1464,Westchester,41.85059,-87.882,16729,IL,Illinois
2293,Westerly,41.3776,-71.82729,17936,RI,Rhode Island
2224,Westerville,40.12617,-82.92907,38384,OH,Ohio
1508,Westfield,40.04282,-86.12749,36738,IN,Indiana
1611,Westfield,42.12509,-72.74954,41690,MA,Massachusetts
1906,Westfield,40.65899,-74.34737,30548,NJ,New Jersey
1612,Westford,42.57926,-71.43784,21587,MA,Massachusetts
2225,Westlake,41.45532,-81.91792,32428,OH,Ohio
1705,Westland,42.3242,-83.40021,82000,MI,Michigan
601,Westminster,39.57538,-76.99581,18670,MD,Maryland
2812,Westminster,33.75918,-118.00673,92114,CA,California
2859,Westminster,39.83665,-105.0372,116317,CO,Colorado
1465,Westmont,41.79586,-87.97562,24941,IL,Illinois
2813,Westmont,33.9414,-118.3023,31853,CA,California
297,Weston,26.10037,-80.39977,69959,FL,Florida
2356,Weston,44.8908,-89.54762,15069,WI,Wisconsin
1248,Westport,41.14149,-73.3579,26391,CT,Connecticut
1249,Wethersfield,41.71427,-72.65259,26668,CT,Connecticut
1613,Weymouth,42.22093,-70.93977,54395,MA,Massachusetts
846,Wharton,39.92678,-75.15712,49732,PA,Pennsylvania
2860,Wheat Ridge,39.7661,-105.07721,31192,CO,Colorado
602,Wheaton,39.03983,-77.05526,48284,MD,Maryland
1466,Wheaton,41.86614,-88.10701,53715,IL,Illinois
1467,Wheeling,42.13919,-87.92896,38079,IL,Illinois
2360,Wheeling,40.06396,-80.72091,27648,WV,West Virginia
1777,White Bear Lake,45.08469,-93.00994,25205,MN,Minnesota
603,White Oak,39.03983,-76.99303,17403,MD,Maryland
801,White Oak,39.21311,-84.59939,19167,OH,Ohio
2132,White Plains,41.03399,-73.76291,58459,NY,New York
1097,White Settlement,32.75957,-97.45835,17077,TX,Texas
802,Whitehall,39.96673,-82.88546,18694,OH,Ohio
2270,Whitehall Township,40.66676,-75.49991,24896,PA,Pennsylvania
2133,Whitestone,40.79455,-73.81847,36984,NY,New York
847,Whitman,39.91678,-75.15546,49732,PA,Pennsylvania
2894,Whitney,36.09831,-115.0363,38585,NV,Nevada
2814,Whittier,33.97918,-118.03284,87438,CA,California
439,Wichita,37.69224,-97.33754,389965,KS,Kansas
1098,Wichita Falls,33.91371,-98.49339,104710,TX,Texas
2815,Wildomar,33.59891,-117.28004,35632,CA,California
657,Wildwood,38.58283,-90.6629,35899,MO,Missouri
2271,Wilkes-Barre,41.24591,-75.88131,40780,PA,Pennsylvania
2272,Wilkinsburg,40.44174,-79.88199,15731,PA,Pennsylvania
1175,Williamsburg,37.2707,-76.70746,15052,VA,Virginia
2134,Williamsburg,40.71427,-73.95347,33000,NY,New York
2273,Williamsport,41.24119,-77.00108,29201,PA,Pennsylvania
770,Williamstown,39.68623,-74.99517,15567,NJ,New Jersey
1250,Willimantic,41.71065,-72.20813,17737,CT,Connecticut
1907,Willingboro,40.02789,-74.86905,31668,NJ,New Jersey
2964,Williston,48.14697,-103.61797,26977,ND,North Dakota
1778,Willmar,45.12191,-95.04334,19638,MN,Minnesota
2226,Willoughby,41.63977,-81.4065,22631,OH,Ohio
2274,Willow Grove,40.144,-75.11573,15726,PA,Pennsylvania
2816,Willowbrook,33.91696,-118.25507,35983,CA,California
1468,Wilmette,42.07225,-87.72284,27413,IL,Illinois
72,Wilmington,39.74595,-75.54659,71948,DE,Delaware
747,Wilmington,34.22573,-77.94471,115933,NC,North Carolina
1614,Wilmington,42.54648,-71.17367,22325,MA,Massachusetts
372,Wilmington Island,32.00355,-80.97372,15138,GA,Georgia
748,Wilson,35.72127,-77.91554,49643,NC,North Carolina
3011,Wilsonville,45.29984,-122.77371,22729,OR,Oregon
1251,Wilton,41.19537,-73.4379,18062,CT,Connecticut
476,Winchester,37.99008,-84.17965,18446,KY,Kentucky
1176,Winchester,39.18566,-78.16333,27284,VA,Virginia
1615,Winchester,42.45232,-71.137,21374,MA,Massachusetts
2895,Winchester,36.12997,-115.11889,27978,NV,Nevada
373,Winder,33.99261,-83.72017,15447,GA,Georgia
1252,Windham,41.69982,-72.15702,23072,CT,Connecticut
1253,Windsor,41.8526,-72.6437,28778,CT,Connecticut
2817,Windsor,38.54713,-122.81638,27464,CA,California
2937,Windsor,40.47748,-104.90136,21751,CO,Colorado
1779,Winona,44.04996,-91.63932,27094,MN,Minnesota
749,Winston-Salem,36.09986,-80.24422,241218,NC,North Carolina
298,Winter Garden,28.56528,-81.58618,40356,FL,Florida
2818,Winter Gardens,32.83116,-116.93336,20631,CA,California
299,Winter Haven,28.02224,-81.73286,37689,FL,Florida
300,Winter Park,28.6,-81.33924,29943,FL,Florida
301,Winter Springs,28.69889,-81.30812,34789,FL,Florida
1616,Winthrop,42.3751,-70.98283,17618,MA,Massachusetts
2357,Wisconsin Rapids,44.38358,-89.81735,17897,WI,Wisconsin
1617,Woburn,42.47926,-71.15228,39555,MA,Massachusetts
1254,Wolcott,41.60232,-72.98677,16639,CT,Connecticut
1177,Wolf Trap,38.93983,-77.28609,16131,VA,Virginia
1908,Woodbridge,40.5576,-74.28459,19265,NJ,New Jersey
3012,Woodburn,45.14373,-122.85537,25173,OR,Oregon
1780,Woodbury,44.92386,-92.95938,67855,MN,Minnesota
2135,Woodhaven,40.68927,-73.85791,36555,NY,New York
2819,Woodland,38.67852,-121.7733,58567,CA,California
2820,Woodland Hills,34.16834,-118.60592,70000,CA,California
604,Woodlawn,39.32288,-76.72803,37879,MD,Maryland
1178,Woodlawn,38.71678,-77.13276,20804,VA,Virginia
1469,Woodlawn,41.77948,-87.59949,24150,IL,Illinois
2136,Woodmere,40.63205,-73.71263,17121,NY,New York
1470,Woodridge,41.74697,-88.05034,33370,IL,Illinois
2137,Woodrow,40.54344,-74.19764,21005,NY,New York
2138,Woodside,40.74538,-73.90541,41981,NY,New York
374,Woodstock,34.10149,-84.51938,29898,GA,Georgia
1471,Woodstock,42.31474,-88.4487,25189,IL,Illinois
2294,Woonsocket,42.00288,-71.51478,41475,RI,Rhode Island
2227,Wooster,40.80517,-81.93646,26749,OH,Ohio
1618,Worcester,42.26259,-71.80229,206518,MA,Massachusetts
302,Wright,30.45575,-86.63829,23127,FL,Florida
1706,Wyandotte,42.21421,-83.14992,25156,MI,Michigan
1909,Wyckoff,41.00954,-74.17292,17124,NJ,New Jersey
1099,Wylie,33.01512,-96.53888,46708,TX,Texas
1707,Wyoming,42.91336,-85.70531,75275,MI,Michigan
803,Xenia,39.68478,-83.92965,25976,OH,Ohio
3140,Yakima,46.60207,-120.5059,93701,WA,Washington
1619,Yarmouth,41.70567,-70.22863,25243,MA,Massachusetts
2139,Yonkers,40.93121,-73.89875,201116,NY,New York
2821,Yorba Linda,33.88863,-117.81311,67973,CA,California
848,York,39.9626,-76.72774,43992,PA,Pennsylvania
1472,Yorkville,41.64114,-88.44729,18451,IL,Illinois
2228,Youngstown,41.09978,-80.64952,64628,OH,Ohio
1708,Ypsilanti,42.24115,-83.61299,19945,MI,Michigan
2822,Yuba City,39.14045,-121.61691,66941,CA,California
2823,Yucaipa,34.03363,-117.04309,53328,CA,California
2824,Yucca Valley,34.11417,-116.43224,21600,CA,California
837,Yukon,35.50672,-97.76254,25892,OK,Oklahoma
2415,Yuma,32.72532,-114.6244,94139,AZ,Arizona
507,Zachary,30.64852,-91.1565,16448,LA,Louisiana
804,Zanesville,39.94035,-82.01319,25498,OH,Ohio
1473,Zion,42.44613,-87.83285,24117,IL,Illinois
417,Zionsville,39.95087,-86.26194,26296,IN,Indiana
