,city_name,latitude,longitude,city_population,city_state_code,state_name
2913,Cedar City,37.67748,-113.06189,30184,UT,Utah
1260,Cedar Falls,42.52776,-92.44547,41255,IA,Iowa
955,Cedar Hill,32.58847,-96.95612,48507,TX,Texas
956,Cedar Park,30.5052,-97.82029,65945,TX,Texas
1261,Cedar Rapids,42.00833,-91.64407,130405,IA,Iowa
2832,Centennial,39.57916,-104.87692,109741,CO,Colorado
3263,Center City,39.9512,-75.15923,57239,PA,Pennsylvania
5,Center Point,33.64566,-86.6836,16655,AL,Alabama
1937,Centereach,40.85843,-73.09955,31578,NY,New York
773,Centerville,39.62839,-84.15938,23882,OH,Ohio
3016,Centerville,40.918,-111.87216,16877,UT,Utah
481,Central,30.55435,-91.03677,28295,LA,Louisiana
3271,Central City,33.44001,-112.05805,58161,AZ,Arizona
2277,Central Falls,41.89066,-71.39228,19303,RI,Rhode Island
1938,Central Islip,40.79065,-73.20178,34450,NY,New York
2975,Central Point,42.37596,-122.91643,17995,OR,Oregon
3072,Centralia,46.71621,-122.9543,16753,WA,Washington
1111,Centreville,38.84039,-77.42888,71135,VA,Virginia
2476,Ceres,37.59493,-120.95771,47963,CA,California
2477,Cerritos,33.85835,-118.06479,49975,CA,California
482,Chalmette,29.94296,-89.96537,16751,LA,Louisiana
838,Chambersburg,39.93759,-77.6611,20691,PA,Pennsylvania
317,Chamblee,33.89205,-84.29881,28244,GA,Georgia
1316,Champaign,40.11642,-88.24338,86096,IL,Illinois
1720,Champlin,45.18885,-93.39745,23894,MN,Minnesota
2373,Chandler,33.30616,-111.84125,260828,AZ,Arizona
1721,Chanhassen,44.86219,-93.53079,25332,MN,Minnesota
957,Channelview,29.77606,-95.11465,38289,TX,Texas
1112,Chantilly,38.89428,-77.4311,23039,VA,Virginia
695,Chapel Hill,35.9132,-79.05584,59568,NC,North Carolina
378,Charleston,39.49615,-88.17615,21196,IL,Illinois
852,Charleston,32.77657,-79.93092,132609,SC,South Carolina
1180,Charleston,38.34982,-81.63262,49736,WV,West Virginia
696,Charlotte,35.22709,-80.84313,874579,NC,North Carolina
1113,Charlottesville,38.02931,-78.47668,46597,VA,Virginia
1722,Chaska,44.78941,-93.60218,25199,MN,Minnesota
1317,Chatham,41.74115,-87.61255,31392,IL,Illinois
2478,Chatsworth,34.25723,-118.6012,41255,CA,California
887,Chattanooga,35.04563,-85.30968,181099,TN,Tennessee
1939,Cheektowaga,42.90339,-78.75475,75178,NY,New York
1530,Chelmsford,42.59981,-71.36728,33925,MA,Massachusetts
1531,Chelsea,42.39176,-71.03283,39398,MA,Massachusetts
754,Cherry Hill,39.93484,-75.03073,70475,NJ,New Jersey
1114,Cherry Hill,38.56984,-77.26693,16000,VA,Virginia
1115,Chesapeake,36.81904,-76.27494,235429,VA,Virginia
2366,Cheshire,41.49899,-72.90066,29443,CT,Connecticut
839,Chester,39.84967,-75.35707,34092,PA,Pennsylvania
1116,Chester,37.35682,-77.44165,20987,VA,Virginia
611,Chesterfield,38.66311,-90.57707,47864,MO,Missouri
3142,Cheyenne,41.13998,-104.82025,63335,WY,Wyoming
1318,Chicago,41.85003,-87.65005,2696555,IL,Illinois
1319,Chicago Heights,41.50615,-87.6356,30284,IL,Illinois
1320,Chicago Lawn,41.77503,-87.69644,55551,IL,Illinois
3244,Chicago Loop,41.88407,-87.6333,33442,IL,Illinois
812,Chickasha,35.05257,-97.93643,16488,OK,Oklahoma
2479,Chico,39.72849,-121.83748,121345,CA,California
1532,Chicopee,42.1487,-72.60787,56741,MA,Massachusetts
1189,Chillicothe,39.33312,-82.9824,21727,OH,Ohio
523,Chillum,38.96372,-76.99081,33513,MD,Maryland
1940,Chinatown,40.71649,-73.99625,90000,NY,New York
2480,Chinatown,37.7966,-122.40858,100574,CA,California
2481,Chino,34.01223,-117.68894,85595,CA,California
2482,Chino Hills,33.9938,-117.75888,78309,CA,California
2483,Chowchilla,37.123,-120.26018,18510,CA,California
1117,Christiansburg,37.12985,-80.40894,21943,VA,Virginia
2484,Chula Vista,32.64005,-117.0842,265757,CA,California
958,Cibolo,29.56162,-98.22696,33433,TX,Texas
1321,Cicero,41.84559,-87.75394,83886,IL,Illinois
1941,Cicero,43.17562,-76.11937,31632,NY,New York
2833,Cimarron Hills,38.85861,-104.69886,16161,CO,Colorado
774,Cincinnati,39.12711,-84.51439,309317,OH,Ohio
959,Cinco Ranch,29.73884,-95.758,18274,TX,Texas
2485,Citrus Heights,38.70712,-121.28106,87056,CA,California
99,Citrus Park,28.07835,-82.56982,24252,FL,Florida
3176,City of Milford (balance),41.22374,-73.06164,51271,CT,Connecticut
3177,City of Sammamish,47.60444,-122.03768,45780,WA,Washington
2486,Claremont,34.09668,-117.71978,36283,CA,California
813,Claremore,36.3126,-95.61609,18997,OK,Oklahoma
3237,Clark-Fulton,41.46402,-81.70979,18185,OH,Ohio
1181,Clarksburg,39.28065,-80.34453,16152,WV,West Virginia
660,Clarksdale,34.20011,-90.57093,16847,MS,Mississippi
399,Clarksville,38.29674,-85.75996,21866,IN,Indiana
888,Clarksville,36.52977,-87.35945,166722,TN,Tennessee
1942,Clay,43.1859,-76.17243,58206,NY,New York
612,Clayton,38.64255,-90.32373,15884,MO,Missouri
697,Clayton,35.65071,-78.45639,19304,NC,North Carolina
3017,Clearfield,41.11078,-112.02605,30653,UT,Utah
2487,Clearlake,38.95823,-122.62637,15182,CA,California
100,Clearwater,27.96585,-82.8001,113003,FL,Florida
960,Cleburne,32.34764,-97.38668,30020,TX,Texas
698,Clemmons,36.02153,-80.382,19844,NC,North Carolina
853,Clemson,34.68344,-82.83737,15446,SC,South Carolina
101,Clermont,28.54944,-81.77285,32390,FL,Florida
889,Cleveland,35.15952,-84.87661,43898,TN,Tennessee
2158,Cleveland,41.4995,-81.69541,388072,OH,Ohio
1202,Cleveland Heights,41.52005,-81.55624,44962,OH,Ohio
1819,Cliffside Park,40.82149,-73.98764,24857,NJ,New Jersey
1820,Clifton,40.85843,-74.16376,86334,NJ,New Jersey
2834,Clifton,39.09193,-108.44898,19889,CO,Colorado
1943,Clifton Park,42.86563,-73.77095,36705,NY,New York
525,Clinton,38.76511,-76.89831,35970,MD,Maryland
661,Clinton,32.34153,-90.32176,25254,MS,Mississippi
1262,Clinton,41.84447,-90.18874,26064,IA,Iowa
3018,Clinton,41.13967,-112.0505,21399,UT,Utah
1645,Clinton Township,42.58698,-82.91992,99753,MI,Michigan
1263,Clive,41.60304,-93.72411,15447,IA,Iowa
961,Cloverleaf,29.77828,-95.17188,22942,TX,Texas
524,Cloverly,39.10816,-76.99775,15126,MD,Maryland
2488,Clovis,36.82523,-119.70292,104180,CA,California
2867,Clovis,34.4048,-103.20523,39480,NM,New Mexico
2489,Coachella,33.6803,-116.17389,44635,CA,California
2490,Coalinga,36.13968,-120.36015,16564,CA,California
526,Cockeysville,39.48122,-76.64386,20776,MD,Maryland
102,Cocoa,28.38612,-80.742,17711,FL,Florida
103,Coconut Creek,26.25175,-80.17894,59302,FL,Florida
104,Coconut Grove,25.7126,-80.25699,20076,FL,Florida
2940,Coeur d'Alene,47.67768,-116.78047,49122,ID,Idaho
1944,Cohoes,42.77424,-73.70012,16538,NY,New York
2301,Colchester,44.54394,-73.14791,16986,VT,Vermont
527,College Park,38.98067,-76.93692,32301,MD,Maryland
1945,College Point,40.7876,-73.84597,27307,NY,New York
962,College Station,30.62798,-96.33441,107889,TX,Texas
963,Colleyville,32.88096,-97.15501,25487,TX,Texas
890,Collierville,35.04204,-89.66453,48863,TN,Tennessee
379,Collinsville,38.67033,-89.98455,24754,IL,Illinois
2159,Collinwood,41.55838,-81.56929,34220,OH,Ohio
1821,Colonia,40.57455,-74.30209,17795,NJ,New Jersey
1118,Colonial Heights,37.26804,-77.40726,17820,VA,Virginia
2835,Colorado Springs,38.83388,-104.82136,456568,CO,Colorado
2491,Colton,34.0739,-117.31365,54621,CA,California
528,Columbia,39.24038,-76.83942,99615,MD,Maryland
613,Columbia,38.95171,-92.33407,119108,MO,Missouri
854,Columbia,34.00071,-81.03481,133803,SC,South Carolina
891,Columbia,35.61507,-87.03528,36800,TN,Tennessee
1723,Columbia Heights,45.0408,-93.263,19715,MN,Minnesota
2836,Columbine,39.58777,-105.06943,24280,CO,Colorado
318,Columbus,32.46098,-84.98771,206922,GA,Georgia
400,Columbus,39.20144,-85.92138,46690,IN,Indiana
662,Columbus,33.49567,-88.42726,23168,MS,Mississippi
775,Columbus,39.96118,-82.99879,905748,OH,Ohio
1787,Columbus,41.42973,-97.36838,22797,NE,Nebraska
1946,Commack,40.84288,-73.29289,36124,NY,New York
2837,Commerce City,39.80832,-104.93387,53696,CO,Colorado
2492,Compton,33.89585,-118.22007,98462,CA,California
614,Concord,38.5245,-90.35734,16421,MO,Missouri
699,Concord,35.40888,-80.58158,87696,NC,North Carolina
1533,Concord,42.46037,-71.34895,16810,MA,Massachusetts
1798,Concord,43.20814,-71.53757,42620,NH,New Hampshire
2493,Concord,37.97798,-122.03107,128667,CA,California
1947,Coney Island,40.57788,-73.99403,60000,NY,New York
964,Conroe,30.31188,-95.45605,68602,TX,Texas
965,Converse,29.51801,-98.31612,21987,TX,Texas
45,Conway,35.0887,-92.4421,64980,AR,Arkansas
855,Conway,33.836,-79.04781,21053,SC,South Carolina
319,Conyers,33.66761,-84.01769,15875,GA,Georgia
892,Cookeville,36.16284,-85.50164,32113,TN,Tennessee
1724,Coon Rapids,45.11997,-93.28773,62240,MN,Minnesota
105,Cooper City,26.05731,-80.27172,35364,FL,Florida
2976,Coos Bay,43.3665,-124.21789,16182,OR,Oregon
1948,Copiague,40.68149,-73.39984,22993,NY,New York
966,Coppell,32.95457,-97.01501,41159,TX,Texas
967,Copperas Cove,31.12406,-97.90308,33081,TX,Texas
106,Coral Gables,25.72149,-80.26838,51117,FL,Florida
107,Coral Springs,26.27119,-80.2706,129485,FL,Florida
108,Coral Terrace,25.74593,-80.3045,24376,FL,Florida
1264,Coralville,41.6764,-91.58045,20608,IA,Iowa
1949,Coram,40.86871,-73.00149,39113,NY,New York
2494,Corcoran,36.09801,-119.5604,22477,CA,California
4,Cordova,35.15565,-89.7762,68779,TN,Tennessee
968,Corinth,33.15401,-97.06473,20998,TX,Texas
700,Cornelius,35.4868,-80.86007,28092,NC,North Carolina
1950,Corona,40.74705,-73.86014,109698,NY,New York
2495,Corona,33.87529,-117.56644,164226,CA,California
2496,Coronado,32.68589,-117.18309,24812,CA,California
969,Corpus Christi,27.80058,-97.39638,326586,TX,Texas
970,Corsicana,32.09543,-96.46887,23952,TX,Texas
1951,Cortland,42.60118,-76.18048,18907,NY,New York
3268,Cortlandt Manor,41.28,-73.87164,19929,NY,New York
2977,Corvallis,44.56457,-123.26204,55780,OR,Oregon
2497,Costa Mesa,33.64113,-117.91867,113204,CA,California
1725,Cottage Grove,44.82774,-92.94382,35918,MN,Minnesota
3073,Cottage Lake,47.74427,-122.07735,22494,WA,Washington
3019,Cottonwood Heights,40.61967,-111.81021,34343,UT,Utah
1265,Council Bluffs,41.26194,-95.86083,62597,IA,Iowa
110,Country Club,25.94815,-80.317,47105,FL,Florida
1322,Country Club Hills,41.56809,-87.72033,16795,IL,Illinois
109,Country Walk,25.63399,-80.43228,15997,FL,Florida
2278,Coventry,41.7001,-71.68284,35525,RI,Rhode Island
2498,Covina,34.09001,-117.89034,48984,CA,California
443,Covington,39.08367,-84.50855,40997,KY,Kentucky
3074,Covington,47.35818,-122.12216,19197,WA,Washington
3262,Cranberry Township,40.68496,-80.10714,28098,PA,Pennsylvania
1822,Cranford,40.65844,-74.29959,22627,NJ,New Jersey
2279,Cranston,41.77982,-71.43728,81073,RI,Rhode Island
1475,Crawfordsville,40.04115,-86.87445,16024,IN,Indiana
1323,Crest Hill,41.55475,-88.09867,21153,IL,Illinois
111,Crestview,30.76213,-86.57051,23270,FL,Florida
615,Creve Coeur,38.66089,-90.42262,18276,MO,Missouri
529,Crofton,39.00178,-76.68747,27348,MD,Maryland
1476,Crown Point,41.41698,-87.36531,28879,IN,Indiana
1726,Crystal,45.03274,-93.36023,22943,MN,Minnesota
1324,Crystal Lake,42.24113,-88.3162,40448,IL,Illinois
2311,Cudahy,42.95974,-87.86147,18353,WI,Wisconsin
2499,Cudahy,33.96057,-118.18535,24311,CA,California
6,Cullman,34.17482,-86.84361,15350,AL,Alabama
1119,Culpeper,38.47318,-77.99666,17557,VA,Virginia
2500,Culver City,34.02112,-118.39647,39717,CA,California
530,Cumberland,39.65287,-78.76252,20130,MD,Maryland
2280,Cumberland,41.96677,-71.43284,34843,RI,Rhode Island
2501,Cupertino,37.323,-122.03218,60572,CA,California
112,Cutler,25.6151,-80.31061,18117,FL,Florida
3167,Cutler Bay,25.5783,-80.3377,45425,FL,Florida
113,Cutler Ridge,25.58066,-80.34672,26831,FL,Florida
2160,Cuyahoga Falls,41.13394,-81.48456,49146,OH,Ohio
971,Cypress,29.96911,-95.69717,46025,TX,Texas
2502,Cypress,33.81696,-118.03729,49290,CA,California
1952,Cypress Hills,40.67705,-73.89125,54944,NY,New York
1120,Dale City,38.63706,-77.31109,65969,VA,Virginia
972,Dallas,32.78306,-96.80667,1300092,TX,Texas
2978,Dallas,44.91928,-123.31705,15277,OR,Oregon
320,Dalton,34.7698,-84.97022,33853,GA,Georgia
2503,Daly City,37.70577,-122.46192,106562,CA,California
531,Damascus,39.28844,-77.20387,15257,MD,Maryland
2504,Dana Point,33.46697,-117.69811,34181,CA,California
1199,Danbury,41.39482,-73.45401,84657,CT,Connecticut
114,Dania Beach,26.05231,-80.14393,31446,FL,Florida
1534,Danvers,42.57509,-70.93005,26493,MA,Massachusetts
444,Danville,37.64563,-84.77217,16690,KY,Kentucky
1121,Danville,36.58597,-79.39502,42082,VA,Virginia
1325,Danville,40.12448,-87.63002,32108,IL,Illinois
2505,Danville,37.82159,-121.99996,44400,CA,California
7,Daphne,30.60353,-87.9036,24896,AL,Alabama
1200,Darien,41.07871,-73.46929,20732,CT,Connecticut
1326,Darien,41.75198,-87.97395,22256,IL,Illinois
1266,Davenport,41.52364,-90.57764,102582,IA,Iowa
115,Davie,26.06287,-80.2331,100882,FL,Florida
2506,Davis,38.54491,-121.74052,67666,CA,California
776,Dayton,39.75895,-84.19161,137644,OH,Ohio
116,Daytona Beach,29.21081,-81.02283,64736,FL,Florida
2312,De Pere,44.44888,-88.06038,24724,WI,Wisconsin
1646,Dearborn,42.32226,-83.17631,95171,MI,Michigan
1647,Dearborn Heights,42.33698,-83.27326,56145,MI,Michigan
118,DeBary,28.88305,-81.30868,19998,FL,Florida
8,Decatur,34.60593,-86.98334,55437,AL,Alabama
321,Decatur,33.77483,-84.29631,21957,GA,Georgia
380,Decatur,39.84031,-88.9548,73254,IL,Illinois
1535,Dedham,42.24177,-71.16616,24729,MA,Massachusetts
974,Deer Park,29.70523,-95.12382,33806,TX,Texas
1953,Deer Park,40.76177,-73.32929,27745,NY,New York
2374,Deer Valley,33.68393,-112.13488,165656,AZ,Arizona
1328,Deerfield,42.17114,-87.84451,19019,IL,Illinois
119,Deerfield Beach,26.31841,-80.09977,79768,FL,Florida
2161,Defiance,41.28449,-84.35578,16776,OH,Ohio
1327,DeKalb,41.92947,-88.75036,43211,IL,Illinois
814,Del City,35.44201,-97.44087,22022,OK,Oklahoma
2898,Del Rio,29.36273,-100.89676,36153,TX,Texas
117,DeLand,29.02832,-81.30312,30195,FL,Florida
2507,Delano,35.76884,-119.24705,52733,CA,California
2162,Delaware,40.29867,-83.06797,37995,OH,Ohio
120,Delray Beach,26.46146,-80.07282,66255,FL,Florida
121,Deltona,28.90054,-81.26367,88474,FL,Florida
975,Denison,33.75566,-96.53666,23150,TX,Texas
976,Denton,33.21484,-97.13307,131044,TX,Texas
2838,Denver,39.73915,-104.9847,715522,CO,Colorado
1823,Denville,40.89232,-74.47738,16669,NJ,New Jersey
1954,Depew,42.90395,-78.69225,15146,NY,New York
418,Derby,37.54557,-97.26893,23509,KS,Kansas
1799,Derry,42.88064,-71.32729,22015,NH,New Hampshire
1800,Derry Village,42.89175,-71.31201,34539,NH,New Hampshire
1267,Des Moines,41.60054,-93.60911,210330,IA,Iowa
3075,Des Moines,47.40177,-122.32429,31221,WA,Washington
1329,Des Plaines,42.03336,-87.8834,58677,IL,Illinois
2508,Desert Hot Springs,33.96173,-116.50353,28335,CA,California
973,DeSoto,32.58986,-96.85695,52486,TX,Texas
1648,Detroit,42.33143,-83.04575,677116,MI,Michigan
3236,Detroit-Shoreway,41.47772,-81.72991,17382,OH,Ohio
2509,Diamond Bar,34.02862,-117.81034,56897,CA,California
977,Dickinson,29.46079,-95.05132,19895,TX,Texas
2961,Dickinson,46.87918,-102.78962,23765,ND,North Dakota
893,Dickson,36.077,-87.38779,15359,TN,Tennessee
2510,Dinuba,36.54328,-119.38707,23702,CA,California
1955,Dix Hills,40.80482,-73.33623,26892,NY,New York
3261,Dixiana,33.74021,-86.64938,22940,AL,Alabama
1330,Dixon,41.83892,-89.47955,15319,IL,Illinois
2511,Dixon,38.44546,-121.8233,19390,CA,California
2861,Dodge City,37.7528,-100.01708,27912,KS,Kansas
1331,Dolton,41.63892,-87.60727,23197,IL,Illinois
978,Donna,26.17035,-98.05195,16523,TX,Texas
122,Doral,25.81954,-80.35533,75874,FL,Florida
9,Dothan,31.22323,-85.39049,68567,AL,Alabama
1332,Douglas,41.83476,-87.61811,20323,IL,Illinois
2375,Douglas,31.34455,-109.54534,16592,AZ,Arizona
322,Douglasville,33.7515,-84.74771,32897,GA,Georgia
69,Dover,39.15817,-75.52437,37522,DE,Delaware
1801,Dover,43.19786,-70.87367,30880,NH,New Hampshire
1824,Dover,40.88399,-74.5621,18346,NJ,New Jersey
1333,Downers Grove,41.80892,-88.01117,49732,IL,Illinois
2512,Downey,33.94001,-118.13257,114219,CA,California
1536,Dracut,42.67037,-71.30201,28831,MA,Massachusetts
3020,Draper,40.52467,-111.86382,46774,UT,Utah
2376,Drexel Heights,32.14119,-111.02843,27749,AZ,Arizona
840,Drexel Hill,39.94706,-75.29213,28043,PA,Pennsylvania
2513,Duarte,34.13945,-117.97729,21990,CA,California
323,Dublin,32.54044,-82.90375,16197,GA,Georgia
2163,Dublin,40.09923,-83.11408,45098,OH,Ohio
2514,Dublin,37.70215,-121.93579,57721,CA,California
1268,Dubuque,42.50056,-90.66457,58799,IA,Iowa
324,Duluth,34.00288,-84.14464,29193,GA,Georgia
1727,Duluth,46.78327,-92.10658,86110,MN,Minnesota
2899,Dumas,35.86559,-101.97324,15001,TX,Texas
1825,Dumont,40.94065,-73.99681,18001,NJ,New Jersey
815,Duncan,34.5023,-97.95781,23231,OK,Oklahoma
979,Duncanville,32.6518,-96.90834,39826,TX,Texas
532,Dundalk,39.25066,-76.52052,63597,MD,Maryland
123,Dunedin,28.0199,-82.77323,36164,FL,Florida
325,Dunwoody,33.94621,-84.33465,48733,GA,Georgia
2839,Durango,37.27528,-107.88007,18006,CO,Colorado
816,Durant,33.99399,-96.37082,17286,OK,Oklahoma
701,Durham,35.99403,-78.89862,257636,NC,North Carolina
1537,Duxbury,42.04177,-70.67226,15059,MA,Massachusetts
1477,Dyer,41.4942,-87.52171,16051,IN,Indiana
894,Dyersburg,36.03452,-89.38563,16781,TN,Tennessee
1956,Dyker Heights,40.62149,-74.00958,34399,NY,New York
1728,Eagan,44.80413,-93.16689,66286,MN,Minnesota
2941,Eagle,43.69544,-116.35401,23612,ID,Idaho
3021,Eagle Mountain,40.31412,-112.00688,27332,UT,Utah
2900,Eagle Pass,28.70914,-100.49952,28765,TX,Texas
3161,Eagle River,61.32139,-149.56778,24793,AK,Alaska
856,Easley,34.82984,-82.60152,20765,SC,South Carolina
1957,East Amherst,43.01839,-78.6967,24914,NY,New York
895,East Brainerd,34.99591,-85.15023,15114,TN,Tennessee
1826,East Brunswick,40.42788,-74.41598,48495,NJ,New Jersey
896,East Chattanooga,35.06535,-85.24912,154024,TN,Tennessee
1478,East Chicago,41.6392,-87.45476,28699,IN,Indiana
2164,East Cleveland,41.53311,-81.57901,17344,OH,Ohio
1802,East Concord,43.24202,-71.53813,42605,NH,New Hampshire
1958,East Elmhurst,40.76121,-73.86514,23150,NY,New York
1959,East Flatbush,40.65371,-73.93042,178464,NY,New York
10,East Florence,34.80953,-87.64947,35733,AL,Alabama
1334,East Garfield Park,41.88087,-87.70283,20656,IL,Illinois
1122,East Hampton,37.03737,-76.33161,147993,VA,Virginia
3169,East Harlem,40.79472,-73.9425,115921,NY,New York
1203,East Hartford,41.78232,-72.61203,51252,CT,Connecticut
1204,East Haven,41.27621,-72.86843,29257,CT,Connecticut
2516,East Hemet,33.74002,-116.93891,17418,CA,California
3216,East Hill-Meridian,47.41052,-122.17369,29878,WA,Washington
3229,East Honolulu,21.28906,-157.71734,49914,HI,Hawaii
616,East Independence,39.09556,-94.35523,110675,MO,Missouri
124,East Lake,28.11085,-82.69482,30962,FL,Florida
3200,East Lake-Orient Park,27.98269,-82.37878,22753,FL,Florida
1649,East Lansing,42.73698,-84.48387,48471,MI,Michigan
1538,East Longmeadow,42.06454,-72.51259,15102,MA,Massachusetts
2517,East Los Angeles,34.0239,-118.17202,126496,CA,California
1961,East Massapequa,40.67343,-73.43651,19069,NY,New York
1960,East Meadow,40.71399,-73.55902,38132,NY,New York
3022,East Millcreek,40.69995,-111.81049,20816,UT,Utah
1335,East Moline,41.50087,-90.4443,21350,IL,Illinois
125,East Naples,26.13842,-81.76648,22951,FL,Florida
1962,East New York,40.66677,-73.88236,173198,NY,New York
1963,East Northport,40.87676,-73.32456,20217,NY,New York
1205,East Norwalk,41.10565,-73.39845,84530,CT,Connecticut
1827,East Orange,40.76732,-74.20487,64949,NJ,New Jersey
2518,East Palo Alto,37.46883,-122.14108,29662,CA,California
1964,East Patchogue,40.76704,-72.99622,22469,NY,New York
126,East Pensacola Heights,30.42881,-87.17997,54104,FL,Florida
1336,East Peoria,40.66615,-89.5801,23080,IL,Illinois
326,East Point,33.67955,-84.43937,35467,GA,Georgia
2281,East Providence,41.81371,-71.37005,47408,RI,Rhode Island
2515,East Rancho Dominguez,33.89807,-118.19535,15135,CA,California
897,East Ridge,35.01424,-85.2519,20979,TN,Tennessee
533,East Riverdale,38.96206,-76.92192,15509,MD,Maryland
381,East Saint Louis,38.6245,-90.15094,27006,IL,Illinois
1965,East Setauket,40.94149,-73.10594,17006,NY,New York
1966,East Tremont,40.84538,-73.89097,22886,NY,New York
1967,East Village,40.72927,-73.98736,62832,NY,New York
1968,Eastchester,40.95833,-73.80861,19554,NY,New York
1539,Easthampton,42.26676,-72.66898,16611,MA,Massachusetts
2165,Eastlake,41.65394,-81.45039,18232,OH,Ohio
3232,Eastmont,47.8974,-122.18154,20101,WA,Washington
534,Easton,38.77428,-76.07633,16617,MD,Maryland
1540,Easton,42.02454,-71.12866,23459,MA,Massachusetts
2239,Easton,40.68843,-75.22073,26915,PA,Pennsylvania
1650,Eastpointe,42.46837,-82.95547,32657,MI,Michigan
3239,Eastvale,33.96358,-117.56418,59039,CA,California
2313,Eau Claire,44.81135,-91.49849,67778,WI,Wisconsin
3265,Echo Park,34.07808,-118.26066,43832,CA,California
702,Eden,36.48847,-79.7667,15403,NC,North Carolina
1729,Eden Prairie,44.85469,-93.47079,63496,MN,Minnesota
127,Edgewater,28.98888,-80.90228,21566,FL,Florida
1337,Edgewater,41.98337,-87.66395,54873,IL,Illinois
535,Edgewood,39.41872,-76.2944,25562,MD,Maryland
1730,Edina,44.88969,-93.34995,50138,MN,Minnesota
980,Edinburg,26.30174,-98.16334,84497,TX,Texas
1828,Edison,40.51872,-74.4121,102548,NJ,New Jersey
817,Edmond,35.65283,-97.4781,90092,OK,Oklahoma
3076,Edmonds,47.81065,-122.37736,41375,WA,Washington
382,Edwardsville,38.81144,-89.95316,24992,IL,Illinois
1969,Eggertsville,42.96339,-78.80392,15019,NY,New York
128,Egypt Lake-Leto,28.01769,-82.50619,35282,FL,Florida
2519,El Cajon,32.79477,-116.96253,103679,CA,California
2520,El Centro,32.792,-115.56305,43956,CA,California
2521,El Cerrito,37.91576,-122.31164,23549,CA,California
46,El Dorado,33.20763,-92.66627,18386,AR,Arkansas
2522,El Dorado Hills,38.68574,-121.08217,42108,CA,California
2377,El Mirage,33.61309,-112.3246,33935,AZ,Arizona
2523,El Monte,34.06862,-118.02757,116732,CA,California
2901,El Paso,31.75872,-106.48693,681124,TX,Texas
818,El Reno,35.53227,-97.95505,18516,OK,Oklahoma
2524,El Segundo,33.91918,-118.41647,17037,CA,California
536,Eldersburg,39.40371,-76.95026,30531,MD,Maryland
1338,Elgin,42.03725,-88.28119,112111,IL,Illinois
1829,Elizabeth,40.66399,-74.2107,129007,NJ,New Jersey
703,Elizabeth City,36.2946,-76.25105,17988,NC,North Carolina
445,Elizabethtown,37.69395,-85.85913,29678,KY,Kentucky
2525,Elk Grove,38.4088,-121.37162,166913,CA,California
1339,Elk Grove Village,42.00392,-87.97035,33238,IL,Illinois
1731,Elk River,45.30385,-93.56718,23963,MN,Minnesota
1479,Elkhart,41.68199,-85.97667,52348,IN,Indiana
2966,Elko,40.83242,-115.76312,20279,NV,Nevada
538,Elkridge,39.21261,-76.71358,15593,MD,Maryland
537,Elkton,39.60678,-75.83327,15782,MD,Maryland
898,Ellendale,35.23064,-89.82592,25882,TN,Tennessee
3077,Ellensburg,46.99651,-120.54785,19001,WA,Washington
539,Ellicott City,39.26733,-76.79831,65834,MD,Maryland
1340,Elmhurst,41.89947,-87.94034,45957,IL,Illinois
1970,Elmhurst,40.73649,-73.87791,113364,NY,New York
1971,Elmira,42.0898,-76.80773,28213,NY,New York
1972,Elmont,40.70094,-73.71291,33198,NY,New York
1341,Elmwood Park,41.92114,-87.80923,24840,IL,Illinois
1830,Elmwood Park,40.90399,-74.11848,20279,NJ,New Jersey
2378,Eloy,32.7559,-111.55484,17059,AZ,Arizona
2166,Elyria,41.36838,-82.10765,53775,OH,Ohio
1973,Emerson Hill,40.60872,-74.09598,15412,NY,New York
419,Emporia,38.4039,-96.18166,24649,KS,Kansas
3270,Encanto,33.47937,-112.07823,54614,AZ,Arizona
3234,Enchanted Hills,35.33676,-106.59296,87521,NM,New Mexico
2526,Encinitas,33.03699,-117.29198,62930,CA,California
2527,Encino,34.15917,-118.50119,44581,CA,California
1206,Enfield,41.97621,-72.59176,45212,CT,Connecticut
1342,Englewood,41.77976,-87.64588,26121,IL,Illinois
1831,Englewood,40.89288,-73.97264,28539,NJ,New Jersey
2840,Englewood,39.64777,-104.98776,33082,CO,Colorado
819,Enid,36.39559,-97.87839,51776,OK,Oklahoma
981,Ennis,32.32931,-96.62527,19007,TX,Texas
129,Ensley,30.51881,-87.27275,20602,FL,Florida
11,Enterprise,31.31517,-85.85522,27978,AL,Alabama
2880,Enterprise,36.02525,-115.24194,108481,NV,Nevada
2240,Erie,42.12922,-80.08506,99475,PA,Pennsylvania
2931,Erie,40.05026,-105.04998,21420,CO,Colorado
446,Erlanger,39.01673,-84.60078,18797,KY,Kentucky
2528,Escondido,33.11921,-117.08642,151451,CA,California
540,Essex,39.30927,-76.47496,39262,MD,Maryland
483,Estelle,29.84576,-90.10674,16377,LA,Louisiana
130,Estero,26.43814,-81.80675,30799,FL,Florida
2167,Euclid,41.5931,-81.52679,47676,OH,Ohio
2979,Eugene,44.05207,-123.08675,163460,OR,Oregon
982,Euless,32.83707,-97.08195,54219,TX,Texas
2926,Eureka,40.80207,-124.16367,27017,CA,California
131,Eustis,28.85277,-81.68535,19986,FL,Florida
327,Evans,33.53375,-82.13067,29011,GA,Georgia
2932,Evans,40.37637,-104.69219,21383,CO,Colorado
1343,Evanston,42.04114,-87.69006,75527,IL,Illinois
